id,,score.positive,score.negative,SA score
865724,rt risks crowded strong dollar consensus via barronsonline usd gld dollar,1,0,1
865733,rt wow twtr superbowl,0,0,1
865930,analysts likely continue upping estimates apple’s eps aapl,0,0,1
866010,rt seeitmarket new weekend reading bulls riding high gt spy,0,0,1
866071,rt timothysykes 5 sad stock stories happens fb twtr,0,1,-1
866212,disney wont buy twtr,1,0,-1
866382,absolutely show heres intel helped intc,0,0,1
867415,rt seeitmarket new blog gold silver ratio critical historically kimblecharting gld slv,0,1,1
867500,spx futs up 1 last weeks check 4 bulls held accelerated trend stayed intact upper support resistance 2300,0,0,1
867574,intel powered 300 drones super bowl intc,0,0,1
867588,rt biuktech apple facebook snapchat twitter opposed trumps travel ban fb snap nflx,0,1,1
867854,cot selling copper crude buying — saxostrats ole hansen oil gld slv,1,1,-1
868009,america might plug tesla sooner expected via barronsnext tsla,0,0,1
868241,rt charliebilello sampp 500 35 days longest streak history wo 1 intraday move high low spx,0,1,1
868297,sampp 500 35 days longest streak history wo 1 intraday move high low spx,0,1,1
868305,today’s stocks winners nvda cog,1,0,1
868310,active options amzn boston hiring binge bac amp amd outlook fb aapl china market share marleykayden,0,0,1
868482,rt thestreet facebook pushes overseas revenues per user profitability scale fb,1,0,1
868767,rt 55 shoppers start amazon products up 44 one year ago amzn coming go,0,0,1
868877,remember ever need stock quote twitter tweet cmlviz quote choose,0,0,1
868980,rt 361capital lg cap alltime high 21 stocks tech amp financials still lead list xlf xlk,0,0,1
869029,rt tischendorf shop bullish price action path least resistance up amzn,0,0,1
869079,around world joining campaign ibm,0,0,1
869089,rt cvpayne breaking news elon musk joins silicon valley friends tsla amp space x join legal brief president trump travel eo,0,1,1
869092,breaking news elon musk joins silicon valley friends tsla amp space x join legal brief president trump travel eo,0,1,-1
869464,big 5 earnings season aapl beat amzn mixed miss rev msft beat goog mixed miss profit fb beat good ol earnings,2,2,1
869847,rt gale 235 w 2000 thats 3 green days row work timothysykes,0,0,1
869980,aapl company devices not selling customers,0,1,1
870142,rampd tech firms avoid intels spend much good thing intc,1,1,1
870368,rt starbucks sbux tmfstockadvisor thank brand created love,1,0,1
870566,rt stockstotrade studying planning hard work pay end planahead traderwisdom fb,0,0,1
870569,makes fb whatsapp deal 10 market cap stunning,0,0,1
870714,alibaba seeks hollywood growth 20 upside defotis baba china,1,0,1
870826,trump trades fading goldman views via barronsasia spy eem,0,0,1
870849,pattern worked well 2017 see made 1000 pretty quickly fb twtr,0,0,1
870855,ceo responds says purpose get rich watt aapl,0,0,-1
870956,no question twtr investment,0,1,-1
871153,tesla continues skeptics foxbusiness tsla,0,0,1
871213,rt thechartress heres skew index vs vix suggests think spx drop ahead,0,1,-1
871947,word uncertainty used record rate media right tell,0,0,-1
872278,india deal bbry looks build comeback momentum,0,0,1
872402,rt google reportedly providing funding fight trumps immigration ban goog,0,0,1
872408,google reportedly providing funding fight trumps immigration ban goog,0,0,-1
872519,worst twitter dead bird bounce twtr up 2 premarket up 10 ytd earnings thursday need good,1,2,1
872585,aapl continues pick up wiseguy activity pros wait retail gld live w wallstjesus,0,0,1
872626,rt barronstechblog charge without waiting wireless power tech trader daily watt aapl,0,0,1
872652,fun fact goldmans lloyd blankfein says city headcount risen 80 past 5 years 4th largest globally gs,0,0,1
872952,gm earnings sales top estimates tesla competition seen growing gm tsla,0,0,1
873128,rt cheddar reportedly leads twtrs live video products spoke us,1,0,1
873309,1200 tuesday trading oil uso ung spy futures,0,0,1
873602,twitter announced new set features combat hateful abusive content twtr,0,1,1
873627,rt today market history 1997 apple 400 million deal bring steve jobs back total return aapl u,0,0,1
873727,stockalert stocks watch today wallstreet amzn,0,0,1
873953,morning movers kors tumbles earnings gm jumps also cat biib gps teva nov rh,0,0,-1
874951,nflx starting come earnings chance get nice mover next couple weeks,0,0,1
874990,aapl holding steady days wiseguys across,0,0,1
874993,notes snap not profitable fb concerns snap attract advertisers,1,1,-1
875086,nflx im no power yet,0,0,1
875109,flat tsla trimmed aapl still long videos less,1,0,-1
875236,rt vicrek nflx setting up pennant see weekly chart above looking break says,0,1,1
875366,nxp announces standard products business nxpi,0,1,1
875399,amazon’s payment arm stepping up challenge paypal apple amzn,0,1,1
875441,twitter campaign hate abuse twtr,0,1,-1
875714,rt cerebrus7 keep eye baba maybe not today maybe not tomorrow etc philanthropy investing investor investinskills stocks,0,0,1
875758,users say aapl fb amzn shares trade even higher,0,0,1
875767,great twtr spikes not takeover speculation new anti troll rules successful lead takeover finally,1,0,1
876121,apple stock soars broad nasdaq alltime highs confidence spreads aapl qqq,1,0,1
876200,might best time buy caterpillar cat,2,0,1
876251,stocks moving higher lots earnings news today chips continue move higher led nvda amd amazing moves sector,0,0,1
876272,could greatest around car ever made congrats elonmusk tesla cant wait model 3 tsla,1,0,1
876297,upcoming earnings dis gild mdlz twlo agn hum clf cvs ko twtr atvi nvda yelp powered by,0,0,1
876376,bac nice fade lower highs red hits,1,1,1
876384,flow pretty concentrated specific tech names aapl feye seeing nibbling call side also pot,0,0,1
876543,gild reports close estimize consensus eps revs compared ws,0,0,1
876548,markets up earnings monday dis gm spy,0,1,1
876764,apple continues full rally mode good see getting pe aapl,1,0,1
876789,amazon investors trust management like no company amzn,0,0,1
876948,google facebook combat fake news fb goog,0,0,1
877352,nice look long vs 100 add close above baba,1,0,1
877383,citi weighs teva celg teva,0,1,-1
877430,us beating dead horse cant ever say didnt warn metals move gdx,0,2,-1
877665,apples 50 cents alltime high aapl,0,0,1
877685,facebook become wall street fb,0,0,1
877902,gs bell discusses impact currency moves amp political risk european equities bloombergtv today,0,1,1
877926,rt value investors pile gilead expecting strong longterm growth report gild,1,0,1
877949,like physical items financial assets appreciate time inflation monthly chart spx us,0,0,1
877953,gild 2017 hcv sell side consensus 115b expects mgmt guide even lower,0,2,-1
877956,tesla nvidia yum brands hit buy points buys tsla nvda wb yum,1,0,-1
878050,rt bespokeinvest apples aapl alltime closing high 133 hit almost two years later 1 away,0,1,1
878073,hottest sampp 500 stock 2016 continues nvidia chipmaker up 3 today amp 13 ytd new alltime high nvda,0,0,1
878272,nvidia q4 earnings preview upside come eps growth nvda,1,0,1
878292,elonmusk show love guy compared tom brady fox yesterday tesla tsla,1,0,1
878359,progress freedom speech great not twitter way better without em twtr,2,0,1
878371,real super bowl winner netflix via barronsnext nflx,1,0,1
878400,jimcramer says nvidia investors need hope blowout results,0,0,1
878424,super real winner tech companies amzn goog wix superbowl,1,0,1
878699,despite push pull trump policies nasdaq fresh highs aapl pull tech index up,2,0,1
878729,alltime highs across many industries pnc hon avgo cboe de nsc mar dpz,1,0,1
878881,missing stocks spx,0,0,-1
878987,rt paying 30k someone hcv seems like great deal gild,0,0,1
879004,rt 361capital lg cap alltime high doubles 42 stocks tech financials industrials amp consdiscr lead xlf xlk xly xli,0,0,1
879006,buffalo wild wings says world series chicago positive influence sales bwld,1,0,1
879023,w gild john milligan said net harvoni price 1 month 12 wks nets,0,0,1
879055,online ordering 19 bwld orders up 12 year ago,0,0,1
879123,rt adamfeuerstein gild rbc says npv floor basis per share pe suggests range possible,0,0,1
879285,though id disagree cloud creates higher snap close w fb q4,0,1,1
879413,gild — genvoya really well bode well bictegravir except genvoya sales likely drop launches,0,1,1
879536,energy pays 28 billion yet another permian deal updates guidance pe nbl,0,0,1
879716,intc turning 8 loss 105 gain window world successful option t,2,1,1
879874,facebook become wall street fb,0,0,1
879883,netflix chill restaurant industry amp lots issues mcd cmg pnra yum bwld wen qsr,0,1,-1
880089,seven group soars 12 play another mining boom says goldman via barronsasia cat,1,0,1
880219,top stocks watch michael kors kors general motors gm fitbit inc fit,0,0,1
880265,apple 10000 invested ipo 1980 worth end 1997 today 3 million aapl,0,0,1
880289,2b fair hes not hes still weird taunts kids gold gdx gld,0,0,-1
880300,rt timothysykes 30 basic rules made six figures 1 week education crucial success fb,1,1,1
880349,rt ophirgottlieb aapl win options apple become expert room,1,0,1
880758,moves aapl making vp level,0,0,1
880878,rt charliebilello apple 10000 invested ipo 1980 worth end 1997 today 3 million aapl,0,0,1
881082,rt seeitmarket new blog trader radar 5 global charts active investors callumthomas gld jjc tnx,0,0,1
881175,buoyed claim global ev top spot tsla,0,0,1
881372,apple tv new guy sure around aapl,0,0,-1
881454,us smartphone sales share googl aapl android iphone,0,1,1
881518,apple gains os market share google key markets aapl googl iphone samsung,1,0,1
881582,gm netflix gold healthcare cnbcfastmoney picks february 8 gdx gm nflx xlv,0,0,1
881608,twitter momentum continue twtr up 3 premarket earnings tomorrow richbtig upgraded buy citing realdonaldtrump potus effect,1,0,1
881612,hep c revenue pressure keeps growing gilead deals gild,0,0,-1
881803,trump chicken coke big macs silver dpz k ko yum mcd pep mdlz,0,0,1
881985,jim cramer shares thoughts nike amzn azo nke,0,0,1
881988,time takeover boosts allergans appearance todays stocks watch time agn,0,0,1
882358,however snapchat big chunk google cloud goog business,0,0,1
882444,rt kantar apple gains os market share google key markets aapl googl iphone samsung,1,0,1
882446,rt kantar us smartphone sales share googl aapl android iphone,0,1,1
882511,biggest stock move 2016 nvidia lot live up earnings report forecast,0,0,1
882576,patent troll legal risks spread cloud customers msft,0,0,1
882667,martin shkreli would buy gilead sciences stock gild,1,0,1
882679,rt ibdelow twitter lands buy rating thanks trump broadcom upgraded twtr avgo ups mchp gild,1,0,1
882752,iphones could work india tculpan via bfly aapl,0,0,1
882813,wednesday market flash caution spy uso xom dia,0,2,-1
883083,baba nice focus today morning call note,0,0,-1
883169,spy pushed below reclaimed pivot first 45 minutes,0,0,1
883232,nvidia earnings hottest stock 2016 pull another incredible year nvda,1,0,1
883236,youtube ups livestreaming game goog,0,0,1
883238,youtube ups livestreaming game goog biintelligence,0,0,1
883247,rt home improvement spending change amzn taking share,1,0,1
883535,gld seeing early positioning though highs moment wallstjesus,1,0,-1
883554,discount shares continue expansion profit like 2009 amzn cost wmt dg tgt via motifinvesting,1,0,1
883621,rt kantar twitter showed shines live events 102 million tweets superbowl us alone twtr,0,0,1
883632,twitter showed shines live events 102 million tweets superbowl us,0,0,1
883943,rt businessinsider youtube ups livestreaming game goog,0,0,1
884182,theres tremendous interest tweets richbtig says generating significant engagement on,1,0,1
884213,amzn trying fill earnings gap googl yesterday amp today micro things,0,0,1
884256,fb reclaimed 133 pretty impressive see holds,1,0,1
884258,want trading la contact gild twlo dis twtr chk akam,0,0,1
884314,im course twtr stock up today one simple reason gold,0,0,1
884316,tsla morning think might get run,0,0,1
884357,wedbush stays bullish discount retail stores amzn burl tjx,0,0,1
884460,us bank corporate loan growth usually happens by,0,1,-1
884494,disney amp facebook moving higher money moving like bonds gold realize trump might get nothing done dis fb,0,0,1
884549,fb action picking up short tape,0,1,1
884585,wfm reports close estimize consensus 001 eps revs compared ws,0,0,1
884594,stock market monday effect spy,0,1,-1
884678,gale chat room pump special gamble always wonder companies think,0,0,1
884825,almost 8k votes not much love aapl,1,0,-1
885036,paypal adds p2p slack pypl,0,0,1
885037,paypal adds p2p slack pypl biintelligence,0,0,1
885216,apple google samsung aapl googl iphone,0,1,1
885219,dividends dividends lots room grow unp gild jpm,0,0,1
885269,apple hires amazon executive run struggling apple tv hardware division aapl,0,0,1
885468,nasdaq prints another alltime high growth expectations accelerate qqq,0,0,1
885495,gs wins us bond house us equity house americas awards cc,0,0,1
885592,stx one days almost ready breakout,0,0,1
885627,apple shares closing record high via wsjmoneybeat aapl,0,1,1
885628,apple shares closing record high via wsjmoneybeat aapl,0,1,1
885721,rt cash apple inc ever themotleyfool stocks aapl,0,0,1
885940,current streak without spx 1 drop 81 days longest since 2006 boring times usa,0,1,1
886109,rt wallstjesus nflx april bull flow weakness morning,0,1,-1
886140,rt erikholmwsj apple shares closing record high aapl,0,1,1
886144,apple shares closing record high aapl,0,1,1
886191,latest eric tech amp media email apple needs mampa aapl,0,0,-1
886200,plenty women watched superbowl joined action twtr,0,0,1
886218,gild hepatitis c raises troubling question curing disease bad business —gt,0,3,-1
886317,rt chrisdieterich trump twitter fdr radio buy twtr,1,0,1
886335,nvidia’s stock beat broader market years come long nvda,1,0,1
886336,trump twitter fdr radio buy twtr,1,0,1
886356,rt srussolillo trump twitter fdr radio realdonaldtrump twtr global,0,0,1
886414,trump twitter fdr radio realdonaldtrump twtr global wsjmoneybeat,0,0,1
886498,rt adamfeuerstein gild hepatitis c raises troubling question curing disease bad business —gt,0,3,-1
886542,buys apple aapl,0,0,1
886555,nasdaq100 notches new record mchp adbe avgo mar alltime highs cost khc within 1,1,0,1
886598,nflx green yesterdays move,0,0,1
886615,let first sale worst sale someone ms options,0,1,1
886637,oil weakness possible drag market earnings season keeps rolling uso spy aapl agn dis gild twtr bwld,0,2,-1
886692,fb follow accelerating spy momo,0,0,1
886869,buffalo wild wings ice investors ugly finish 2016 bwld,0,0,-1
886872,trump twitter roosevelt radio highlighting wsj chrisdieterich twtr,0,0,-1
887147,popular brand facebook next well facebook fb goog pep sbux msft sne nke ko,1,0,1
887411,tesla higher elonmusk tweets entering india market tsla,0,0,1
887679,tsla beautiful option strategy turned gigantic winner,2,0,1
887711,aapl better trader im sure,1,0,1
887806,rt halftimereport richbtig upgrades twtr buy saying realdonaldtrump gives twitter second chance disagree,1,1,1
887816,nflx breaks above pivot points see chart gt via cmlviz,0,1,1
887852,tesla less 3 away 52week highs also up 22 year tsla,1,0,1
887885,chart morning dip buy smart money fb,2,0,1
887890,intc options smarter turn 8 loss 105 gain,1,1,1
887904,estimize eps consensus next 4 quarters nvda 15 above street right whoa,0,0,1
888016,today’s top 5 etf volume leaders jnug xlf nugt spy eem etfs,0,0,1
888090,gild trading near low buy dip,2,1,-1
888229,jimcramer says facebooks mark zuckerberg gets fb,0,0,1
888424,rt like good job netflix nflx,1,0,1
888435,aapl youre going say isnt possible resist wont youll win lot,1,0,1
888568,rt intc news,0,0,1
888658,rt thestreet jimcramer says facebooks mark zuckerberg gets fb,0,0,1
888672,gain gild incy,1,1,1
888752,tsla breakout,0,0,1
888902,see made 2000 930am day pattern repeats fb twtr,0,0,1
889168,people something special something really special 10year anniversary aapl,0,0,1
889171,momo breaks leads chinese internet stocks momo ntes wb baba jd,0,1,1
889439,history behind 42 plant straddles sides ht sullycnbc 2011,0,0,1
889513,whole foods market wfm share prices falls result 38 retail ausbiz,0,0,-1
889558,fb trade facebook calls heres path max profit,1,0,1
889715,apple gets pricetarget hike iphone 8 cycle aapl,0,0,1
889729,hear theres mysterious place called online no one produce enough shop wfm going,0,0,-1
889753,nflx starts merchandise ip neil doshi sees becoming global media powerhouse via powerlunch,0,0,1
889754,rt wrigleytom twtr close back level iv 95 er thurs make good intraday trades,1,0,1
889756,sanofi regeneron win crucial stay execution praluent regn sny amgn,1,1,1
889782,technical take todays action look tomorrow spx spy aapl amzn googl baba bidu nflx spy,0,0,-1
889793,aapl crushing long calls apple,1,0,1
889807,fb win exactly options facebook,1,0,1
889849,tesla’s electric cars could down streets summer elon musk says tsla,0,0,1
889873,like 2 years look trend many know nvda,0,1,-1
889888,carpool service got bigger goog,0,0,1
889921,well done beating 89 analysts wall street consensus take win wfm,1,0,1
890037,rt defotis tesla plans india launch spend 25 tsla emergingmarkets,0,0,-1
890039,tesla going up tsla solar electric cnbcfastmoney timseymour,0,0,1
890308,paypal pypl regulatory disclosure dept anti money laundering stuff found pg 96,0,2,-1
890324,gild buybacks way value making expensive acquisition w none upside,2,1,-1
890450,gild bictegravir data monday feb 13 pm et,0,0,1
890576,think twitter probably better engagement growth numbers trump helping twtr,1,0,1
890710,apple firm wireless us aapl,0,0,1
890747,gs chief equity david market outlook corporate tax reform affect top stocks,0,0,1
890776,updated sanofi regeneron win crucial stay execution praluent amgen back amgn regn sny,1,1,1
890836,whole foods wfm takes charge traditional grocery stores eat sales,0,1,-1
890887,85 days without 1 greater drop spx still 9 days shy record 2006,1,1,1
890922,apple needs find direction apple tv hopefully get clip cnbcclosingbell aapl,0,0,1
890953,rt twtr earnings morning jack makes push turn profit 2017 technology,1,0,1
891195,allergan says us tax reform unlikely 2017 sees strong year agn,1,0,1
891258,wholefoods closing 9 stores cutting sales amp earnings guidance tough grocery market wfm organic food,0,1,-1
891556,tesla stock breaking wed reportedly aims start model 3 test production feb 20,0,1,1
891619,twitters investors q4 earnings preview twtr,0,0,1
891639,mgm earnings 36 upside vegas amp macau jpm says defotis mgm lvs mpel,1,0,1
891640,still seems like something accepted whole foods aapl,0,0,-1
891859,tesla taking long earnings later usual may explain tsla,1,0,-1
892092,facebook suspends ads china’s utility apps says via barronsasia fb,0,2,-1
892133,20 tips find success stock market want successful fb twtr,2,0,1
892167,intc boring intel became one best low risk option trading vehicles market,1,2,1
892675,2 great trading challenge webinars posted free enjoy important lessons fb twtr,1,1,1
892803,rt lets say hasnt good signal bulls spy,1,0,-1
892887,facebook shouldnt scared snapchat fb twtr,0,0,1
892896,fbs broader video efforts like made facebook shows,0,0,1
892978,netflix today traded super fresh alltime highs market cap billion nflx,1,0,1
893018,mobile ads account 84 facebooks advertising revenue 82 total revenue fb,0,0,1
893025,facebook suspends ads china’s utility apps says shuliren fb,0,2,-1
893037,tsla reiterates 500k cars 2018 not going happen via reuters,0,0,-1
893251,growth solar great moment isnt themotleyfool stocks tsla spwr run,0,0,1
893259,tsla stop model production prepare model 3 via reuters,0,1,1
893273,rt exclusive tsla aims start pilot production model 3 cars february 20 sources via,1,0,1
893288,vix vxx option trade vxx won 8 straight years,0,0,1
893342,fb best way trade long calls facebook,2,0,-1
893393,one stat double take twitters stock 4 pts higher point year ago twtr,0,0,1
893611,competition money losing tsla sold profit,2,1,-1
893655,rt timothysykes 2 great trading challenge webinars posted free enjoy important lessons fb twtr,1,1,1
893657,rt timothysykes 20 tips find success stock market want successful fb twtr,2,0,1
893658,rt timothysykes 3 key books read asap stay top trading game reading fundamental fb,0,0,1
893873,important whole foods call continue grow no longer goal stores w,0,0,-1
893921,aapl cautious risk averse steady apple options trading meant 180 year,0,1,1
894495,whole foods got tax credit site next built store,0,0,1
894771,watch twitter results trump bump subscribers twtr,0,0,1
895005,rt cnbcnow earnings twitter q4 eps 016 adj vs 012 est q4 revs 717m vs est • twtr,0,0,1
895009,twitter revenue misses estimates stock down twtr,0,1,-1
895053,breaking twitter inc twtr q4 revenue vs expected,0,1,-1
895054,breaking twitter inc twtr q4 nongaap earnings per share eps beats estimates 016 vs 012 expected,0,1,1
895068,play aapl up consistent gains,1,0,1
895083,twtr earnings around 1 minute analysts expecting revenue 740m eps 012,0,0,1
895207,congrats purchased 2017 report tsla big focus 270 target happened early,0,0,1
895245,mornings winner regn beats 46 analysts wall street consensus,1,0,1
895246,regn misses estimize eps consensus estimize revenue consensus,0,1,-1
895250,spy rdr reclaimed 22846 close well three sessions see get above amp stay above 22971,0,0,1
895266,spx futures 5 three sessions digesting last fridays gains amp holding see get amp stay above 2300,1,0,1
895279,rt mnkahn find technology growth stocks via barronsonline hpq amzn xlk,0,0,1
895298,good morning mostly green arrows around world europe higher asia spx,1,0,1
895585,word twitter benefit phenomenon like trump probably won’t anything else,1,0,-1
895600,twitter posted flat us monthly active user growth despite election focus twtr,1,0,-1
895640,still miss periscope earnings calls twtr,0,1,-1
895683,twitter reported dau growth reaches double digits – up 11 global user engagement platform accelerating,0,0,1
895725,twitter twtr 4q revenue misses estimates shares fall pre market trading losses ex,0,3,-1
895884,rt estimize great work takes win twtr beating analysts wall street consensus,1,0,1
895891,rt foxbusiness twitter reports slowest quarterly revenue growth earnings twtr,0,1,-1
895933,twtr revs flat user growth 2m not growth co value stock means short sellers winning big,1,1,1
895956,jack wants make twitter easy looking window see what’s going twtr,1,0,1
895973,no real increase users revenue stream huge losses continues company done sold damn shame twtr,0,2,-1
895996,twitter increased engagement tweeting still misses rev losing ton money twtr,0,2,-1
896045,twitter premarket twtr gt,0,0,-1
896074,wanted cut everything not go not matter jack twtr,0,1,-1
896096,didnt make twitter great twtr,0,0,-1
896168,somewhat tweet twitter reports slowest quarterly revenue growth shares slump twtr,0,1,-1
896197,yum dnkn working toward alltime highs earnings taking twtr,1,0,1
896226,twtr shares down 10 premarket trade,0,0,-1
896287,twtr twitter still rewards leaders outrageous executive compensation,1,0,-1
896310,returns since january 2009 dominos sampp 500 200 dpz spy,0,0,1
896361,anthonynoto said trump twitter although no one person event drive massive growth alone twtr,1,0,1
896386,twitter stock tumbles earnings twtr,0,0,-1
896400,yum brands problem dunkin earnings top yum dnkn dpz sbux,0,1,-1
896407,noto trump effect question cant impact point twtr,0,1,1
896410,noto said trump tweets sparks discussion world leaders twitter good twitter twtr,1,0,1
896420,whole foods cuts profit sales forecasts growth slows earnings wfm,1,0,-1
896424,use twitter platform anthony noto twtr coo,0,0,1
896626,rt jack says twitter investing lot ai machine learning help users find what’s breaking real time twtr,0,1,1
896650,rt noto trump would hard event single person drive sustained growth twtr,0,0,-1
896711,new service takes aim amazon fdx amzn,0,0,1
896769,biotech allergan ceo isn’t slowing down pace biotech agn,0,1,1
896800,twtr trade idea 3 buy feb 10 20 call calendar amp sell feb monthly 17 put free watch 17 next week btc,1,1,1
896816,spy expiration lots puts added strikes decent put support 230 call resistance i,0,0,1
897008,twitter earnings may enjoy trump bump twtr,1,0,1
897027,damn thats fast roll gld names looks like right banks bac jpm gs,0,1,1
897255,twitter beat earnings million maus dau up 11 yoy up 7 previous quarter twtr stock down 10,0,0,-1
897258,instead auto shadow tools give users control content dont want see greater — twtr,2,0,-1
897344,twitters monthly active user growth 2016 q1 million q2 million q3 mln q4 mln twtr,0,0,1
897364,stocks watch ko meets estimates twtr wfm disappoint,0,1,-1
897372,imo twtr acting like instead learning lesson amp people theyre saving sjws imaginary,0,0,-1
897399,sampp 500 spy passes 2300 new intraday record president trump says announcement tax reform weeks,0,0,1
897409,freeportmcmoran inc downgraded despite balance sheet progress fcx,2,1,-1
897455,benzingas top upgrades downgrades february 9 cree pnra ulta,0,1,-1
897590,twtr,0,0,-1
897655,mission info sharing wout twtr preferred platform potus cant monetize,0,2,-1
897714,okay twtr start giving investors dividends stop helping sjws fight imaginary simply tell youre,1,0,-1
897882,saving investors bottom twtr,0,1,-1
897934,really isnt hard dont need blocking tools twtr speech not less user control,0,1,-1
898139,rt srussolillo twitter sits center american cant profit via dseetharaman twtr,1,0,-1
898146,give yelp bullish review 2017 deutsche bank says yelp,0,0,1
898147,rt fpinvesting freeportmcmoran inc downgraded despite balance sheet progress fcx,2,1,-1
898189,twitter down 60 since ipo chart basically says twtr visual charliebilello,0,0,-1
898366,rt marketwatch despite election twitter posted flat us monthly active user growth twtr tanking,1,0,-1
898394,said monthly active users engagement up twitter one reason algorithm twtr,0,0,1
898395,despite election twitter posted flat us monthly active user growth twtr tanking,1,0,-1
898528,baird buyer tesla ahead earnings scty tsla,0,0,1
898595,top hour sees bullish sweepers financials indexes bac spy tiny metals dip buys,1,0,1
898774,nvda reports close estimize consensus eps revs compared ws,0,0,1
898800,znga reports close estimize consensus 001 eps revs compared ws,0,0,-1
898802,thursday trending tickers keep eye ko twtr wfm,0,0,1
899168,twitter back dau growth leading indicator revenue growth accelerated 3 q2 5 q3 t,1,0,1
899242,analyst twitter 10 stock social media fb twtr,0,0,-1
899320,machine learning acceleration twtr daus,0,0,1
899331,anyone good reason whole foods up 3 latest weak results activist chatter wfm hopes worst finally soon,1,2,1
899477,trump meets airlines regulatory cuts tax plan weeks dal luv jblu ual,0,0,1
899488,rt timothysykes definitely bookmark watch find best stocks quicker fb tw,1,0,1
899542,nasdaq sampp 500 dow hit record highs tesla nike rally twitter coke fall tsla,1,1,1
899732,despite year trump growth monthly users twitter still hard road ahead twtr,1,0,-1
899771,trimmed spy nice rdr yesterday 22846 cleared 22971 pivot add u trim plus small left,0,0,1
899875,rt richbtig twitter reported dau growth reaches double digits – up 11 global user engagement platform accelerating twtr,0,0,1
900016,regeneron gets decision could still lose appeal amgn regn sny,1,1,1
900017,twitter fails deliver hopes stock falls company misses revenue forecasts twtr,0,2,-1
900104,production begin month tesla would 4 months make model 3 tsla,0,0,-1
900143,far twtrs share price go fund buys,0,0,-1
900234,rt lamonicabuzz alltime highs across board today luv nflx pru cost hon mar adbe pnra dpz qsr cag wen pcln don,1,0,1
900244,alltime highs across board today luv nflx pru cost hon mar adbe pnra dpz qsr cag wen pcln dont short shat,1,1,1
900348,great growth cos always look expensive last time amzn wasnt expensive last time wasnt good time buy 😉,2,0,1
900408,paypal says laundering program bloomberg pypl,0,2,-1
900443,whole foods strategic shift little late wfm,0,1,-1
900604,ulta beauty category us wait better entry point ulta,1,0,-1
900619,amazon expanded beyond core ecommerce biz not buy actual brickandmortar retailer take amzn,1,0,1
900669,even flurry tweets realdonaldtrump couldnt make twitter great rough day twtr,0,0,1
900681,biggest twtr problem no real need unless news politics hollywood sports media reports everything people tweet,1,1,-1
900838,tsla breaks above pivot points see chart gt via cmlviz,0,1,1
900891,pretty outrageous none long running twitter board members let door twtr new needed,1,0,-1
900928,makes wonder would twitter better twtr,1,0,-1
901078,intel bryant saying double digit data center 2021 down 15 analysts talking 8 10 intc,0,1,-1
901121,heres question richbtig still willing give twtr second chance stock getting today rich,0,1,-1
901159,stay court injunction positive regeneron amgn regn sny,1,1,1
901214,todays charts nvidia pandora yelp quarterly results deck nvda p yelp,0,0,-1
901226,new alltime high today sampp 500 lows march 2009 quadrupled total return spy,0,0,1
901254,fb new highs based estimize consensus data visual earnings much go,1,0,1
901265,rt twtr,0,0,-1
901295,darn hard monetize content way twtr,0,0,-1
901337,hey look print isnt dead yet twtr ht,0,0,-1
901579,fitbits new alltime low warren buffetts wearables sector fit,0,1,-1
901681,january effect relief asset wins qqq,0,0,1
901682,nvda would say not worry todays report think business la,0,1,-1
901872,two companies beginning tw trending stocktwits could outlook twtr amp twlo different,0,0,1
901906,shares intel cents company gave latest data center growth not surprising intc,0,0,-1
902073,want know find hottest penny stocks every single day fb twtr,0,0,1
902165,stocks higher energy sector leads twitter tumble twtr ko,0,0,1
902166,profit intc announces ambitious factory plans,1,0,1
902196,rt howardlindzon twitter best niche digital product time one day run way twtr,1,0,1
902220,intel cut 5 year forecast data center low double digit growth expected also cut operating m,0,3,-1
902291,steve bought 4 twitter back 2015 heres much hes down position twtr,0,0,-1
902302,rt zerofiltertruth users amp engagement continue move right direction odds twtr remains public co low richbtig,0,1,1
902530,rt lamonicabuzz biggest twtr problem no real need unless news politics hollywood sports media reports everything,0,1,-1
902562,rt kchaykowski noto livestreaming nfl deal cost twitter 10m exceeded expectations revenue profitability twtr,1,0,1
903118,99 personal intels products intc,0,0,1
903171,sampp 500 future upper spx,0,0,1
903333,twitters fresh problem people using advertisers ship shiraovide bfly twtr,0,1,-1
903385,us loans flash warning lanceroberts wfc c jpm,0,1,-1
903402,sticking idea twitters following transformative product broken business needs,0,1,-1
903526,remember amd 185 per share 1 year trade thought,0,0,1
903867,need buy twitter weakness back scottwapnercnbc halftimereport twtr,1,1,1
904066,tesla stock not far alltime high red hot year elonmusk relationship potus reason tsla,0,0,1
904295,cowen twtr sell price target 12 15 says buyer emerging remote possibility at,0,2,-1
904344,tsla winning options tesla,1,0,1
904423,cowen cuts twtr rising competitive pressures strategic uncertainty white remote possibility,0,1,-1
904453,nvda think terrible idea owning atthemoney call nvidia earnings last twoyears tm,0,0,-1
904528,rt miriamgottfried twitter cant growth company without revenue growth cant profitable either twtr ht,1,0,1
904561,netflix going consumer products image fast media company nflx dis know,0,0,1
904575,twtr price reset brings back jan price levels,0,0,1
904578,baird buyer tesla ahead earnings scty tsla,0,0,1
904587,musk meeting w trump quote wants room happens tsla,0,0,1
904622,twitter cant growth company without revenue growth cant profitable either twtr,1,0,-1
904676,rt barronstechblog surges 9 win says ceo tech trader daily barrons cy nxpi qcom htt,1,0,1
904695,ive asked heres 002 twitter today dont worry short amp sweet twtr,0,2,1
