@RELATION trialquotes_newdata

@ATTRIBUTE index_number REAL
@ATTRIBUTE tweet STRING
@ATTRIBUTE sentiment {-1.0,1.0}

@DATA
8035,"study : hackers say mass surveillance is cybersecurity 's no . <num> threat in <num> $aapl $msft $yhoo",-1.0
8036,"rt @arkinvest : not only is #bitcoin bigger than $twtr by market cap , it is less volatile too !",-1.0
8037,"campbell brown 's move to facebook is an education in poor reporting $fb #devos #teachers via @poynter",-1.0
8038,"$mcd #mcdonalds getting out of a market they could n't manage anymore after easy money made ! question now is how do",-1.0
8039,"he got it taken away which is similar to taking his arm off . had to order a new family ipad . this might be happening all around . $aapl",-1.0
8040,"the $djia average is sliding in pre-market hours . here 's why :",-1.0
8041,"rt @bwilliliou : mcdonald 's in china is a tall order for citic @nishagopalanhk via @bfly $mcd",-1.0
8042,"here s how @riskreversal is trading tech $qqq",-1.0
8043,"$googl selling put spreads as a gem to out-perform the stock",-1.0
8044,"$gild presenting in smaller colonial room , not grand ballroom . let s hope that was just a scheduling issue . #jpm<num>",-1.0
8045,"<num> words millionaires understand better than other people get used to them $fb $twtr",-1.0
8046,"@dsarna i 've gone after politicians left and right . this is not guilt by association . sec nominee 's fingerprints are on $baba ipo docs .",-1.0
8047,"@dsarna this was a lawyer involved in a major financial transaction ( $baba 's ipo ) , not defending a client in court .",-1.0
8048,"will republicans seek to fast track trump 's sec nominee without full vetting ? he represented $baba , $baba is under investigation by sec .",-1.0
8049,"someone was up to something naughty in $ddd | foul ball | @wallstjesus",-1.0
8050,"<num> industries apple 's iphone disrupted or destroyed : $aapl",-1.0
8051,"bank of america gets sued over dispute with the fdic over not paying what could be a $<num> billion bill $bac",-1.0
8052,"rt @valaafshar : <num> : he was rejected by twitter and facebook <num> : sold his company whatsapp to $fb for $<num>b #mondaymotivation",-1.0
8053,"valeant to sell $<num>.<num>b in assets $vrx $vrx.ca",-1.0
8054,"$iwm could raise some eyebrows with a hard move and close below $<num>.<num> ( use that as today 's pivot )",-1.0
8055,"europe off small and trading sideways for a week or so . in asia the nikkei gives back .<num> % hk tacks on .<num> % . $spx futures flattish .",-1.0
8056,"valeant to sell $<num>.<num> billion in assets to pay down debt $vrx",-1.0
8057,"rt @wallstjesus : monday 's wiseguy sweepers , unusual flow & amp ; sentiment & gt ; & gt ; $spy $qqq $ypf $ddd $xlv $aapl sbux",-1.0
8058,"in the hot air department : alibaba promises trump <num> million jobs , but don t believe it , by @jbooton $baba",-1.0
8059,"rt @lamonicabuzz : garage sale at valeant . $vrx up <num> % . selling skin care brands to l'oreal for $<num>.<num>b and dendreon cancer unit to china 's sa",-1.0
8060,"trumponomics divides investors as $gld etf flows diverge . via @markets",-1.0
8061,"cramer 's mad dash $vrx `` i think valeant was talking at one point about rolling back some prices , i want to know which drugs ''",-1.0
8062,"#alibaba 's promise to create <num> million u.s. jobs is vague & amp ; misleading : $baba via @sherisse",-1.0
8063,"$yhoo closed its deal to sell its core business to #verizon . company will rename itself to #altaba",-1.0
8064,"the $djia is sliding today ahead of a busy #earnings season . learn more :",-1.0
8065,"rt @unhedgedchatter : the competitive moats of $pypl and $wu are increasingly imaginary .",-1.0
8066,"video $gs economist zach pandl on rising wages and why the us is nearing full employment",-1.0
8067,"whatsapp , gmail roped into tougher eu privacy proposal - $googl $fb ... good",-1.0
8068,"cramer 's stop trading $wynn $lvs - a focus on macau gaming",-1.0
8069,"$aapl shh.. is there a mis-pricing in apple options ahead of earnings ?",-1.0
8070,"amazon lags behind apple , google , and facebook on renewable energy $amzn",-1.0
8071,"rt @thestreet : . @jimcramer calls banking stocks very tricky : $c $wfc $gs $bac",-1.0
8072,"let 's not get too excited - valeant still has a big debt pile to dig out of @maxnisen via",-1.0
8073,"new valeant = old valeant : wells fargo $lrlcy $vrx",-1.0
8074,"the guy who created one of apple 's most beloved technologies is leaving apple $aapl",-1.0
8075,"end of a stock-market era : alcoa breaks tradition of being first to report earnings $aa $arnc",-1.0
8076,"rt @techguard<num> : ottlegalrebels : rt cgledhill : microsoft ceo satya nadella spoke at the #fintech ideas festival $ms",-1.0
8077,"$spx futs up <num> as this upper range tries to hold . important support area <num>-<num>. a hard close below gets bears growling . resistance <num>",-1.0
8078,"mike khouw sees unusual activity options in freeport-mcmoran $fcx",-1.0
8079,"nearly <num> s & amp ; p <num> stocks are now in correction territory $endp $fslr $nem $nvda",-1.0
8080,"credit suisse : fangs will increase r & amp ; d spend this year as large cap tech focuses on product development in <num>. to",-1.0
8081,"after continuing to disappoint investors , allergan is set to shift its focus towards accretive m & amp ; a :",-1.0
8082,"new draft chinese regulations would drastically limit aws , microsoft 's roles in their chinese operations $amzn $msft",-1.0
8083,"it 's no secret that exxonmobil and rex tillerson have deep ties to russia : $xom",-1.0
8084,"acushnet vs. costco : titleist is seeing an unusual competitor in golf $cost $ely $golf $amzn",-1.0
8085,"rt @francesdonald : was worried about potential hits to $c heading into the trump presser . now i 'm worried about pharma stocks .",-1.0
8086,"$aapl how to trade apple earnings options",-1.0
8087,"rt @<num>ft<num>breadwinner : @karenhunter @ghawkinz man . trump tanking the entire pharma sector . check out $labu $vrx ect",-1.0
8088,"watching trump : market focuses on press conference amid lack of data , earnings $spu $uso $vxx",-1.0
8089,"rt @zacharybrennan : $celg ceo favors an eu/uk-like value system w/price based on value to society . gal : `` no way '' most of biopharma industry",-1.0
8090,". @timkaine grilling #tillerson on $xom 's knowledge of climate change - tillerson says he both lacks knowledge & amp ; refuses to answer question",-1.0
8091,"rivals gang up on $tsla over charging infrastructure via @fortunemag",-1.0
8092,"re : trump , here 's $agn 's @brentlsaunders from the forbes healthcare summit . good call , brent . bet you feel bad abou",-1.0
8093,"tillerson : no confidentiality agreement in place re $xom . but i ll get back to you .",-1.0
8094,"rt @realjacobbell : pharma execs discuss tackling the industry 's biggest issue : pricing $agn $alks #jpm<num>",-1.0
8095,"@matthewherper i wish i was wrong . $agn #socialcontract",-1.0
8096,". @spettypi @adamfeuerstein not all of pharma . $regn len schleifer and @brentlsaunders seemed pretty aware of what wa",-1.0
8097,"julia , a dishwasher for <num> years , says she was unfairly terminated from her job at @wholefoods $wfm #reinstatejulia",-1.0
8098,"why alibaba 's <num> million u.s. jobs pledge should n't be taken at face value $baba",-1.0
8099,"with lattner and casebolt additions , tesla continues to poach apple 's talent $aapl $tsla",-1.0
8100,"bought some $mcd jan <num> calls <num>c",-1.0
8101,"ubs wants you to sell citi shares ; here 's why $c",-1.0
8102,"amazon to pay c $<num>.<num> million to settle canada pricing case $amzn",-1.0
8103,"mixed markets , $ibb & amp ; $xlv fall on #trump talk . @jonnajarian buys calls in $mdlz & amp ; $crm .",-1.0
8104,"rt @firstadopter : peter thiel compares $tsla elon musk to donald trump - & gt ;",-1.0
8105,"updated : here 's how trump drug price comments flew with the ceos of $abbv , $myl , $regn , $agn",-1.0
8106,"us charges three foreign exchange traders - bbc news $jpm $c #forex",-1.0
8107,"pc market consolidates around lenovo , hp , dell ; apple fades : $hpq $dvmt $aapl $msft",-1.0
8108,"amazon halts sales of indian flag doormat after visa threat $amzn",-1.0
8109,"#apple down in pre-market . wonder how much this is over concerns about how much it could spend on content $aapl",-1.0
8110,"good morning . mixed/red markets around the world . in europe the ftse-.<num> % dax-.<num> % cac-.<num> % . in asia the nikkei-<num>.<num> % hk-.<num> % . $spx futs-<num>",-1.0
8111,"earnings preview : goldman sachs <alphanum> <num> $gs",-1.0
8112,"huh . apple tv might end up really being apple tv via @wsj $aapl",-1.0
8113,"a peek into the markets : stock futures drop ahead of jobless claims , fed speakers $spy $uso $dal $dis $hsgx $kbh",-1.0
8114,"$spx now below <num>/<num>day as upper level loses some momentum . see if it stays below <num> . <num>day is down at <num>",-1.0
8115,"macy 's , not amazon , is responsible for its own failures $amzn $m",-1.0
8116,"affordable housing crisis continues to weigh on american middle class $fb $xhb $xlb",-1.0
8117,"prediction ( why not ) : $nflx gets acquired this year by a tech or media giant .",-1.0
8118,"rt @seeitmarket : new blog - `` do n't expect this low volatility to last forever '' by @optiontradiniq $spy $vix",-1.0
8119,"jim cramer : the iphone is an 'old product ' $aapl",-1.0
8120,"wow ! still so many mad people out there . this $amzn was posted at <num>:<num>ish lots of time to execute - geez",-1.0
8121,"i would say , given how long i have pressed for this transaction and how low $nflx was when i pitched it , it ai n't .",-1.0
8122,"$gild 's robin washington advice to @womeninbio crowd : `` figure out how to get comfortable being uncomfortable ''",-1.0
8123,"what happens when gold is oversold ? $gld",-1.0
8124,"host @palmermx explains reverse split in $uvxy . $vix remains relatively low despite <num>k call buyer . $spx drops..",-1.0
8125,"i figured we were due for a down day at some point . all the banks report tomorrow and earnings season begins ! $xlf $kre #stocks #banks",-1.0
8126,"why companies are willing to let trump take credit for previously-planned job creation $amzn $baba $dow",-1.0
8127,"$qqq $spx today was not a sell-off , it was rounding error .",-1.0
8128,"rt @russellrhoads : working on next week 's earnings blog thought i 'd share $ibm has dropped on <num> of last <num> earnings ibm reports next thurs .",-1.0
8129,"$amzn us jobs , $chk selling assets , $fb price target lowered , $aapl original content , $bac earnings..",-1.0
8130,"despite the focus on @realdonaldtrump 's tweets , why is n't $twtr benefiting more ? neil doshi discusses w/ @bytomlee .",-1.0
8131,"apple : @wellsfargo chops $<num>b off march revenue estimates on #iphone weakness $aapl",-1.0
8132,"`` when mistakes are constantly in your favor - they 're not mistakes , they 're lies . '' @profgalloway $fb",-1.0
8133,"$ms analyst adam jonas : `` development and testing of autonomous cars could involve potentially significant numbers of civilian casualties . ''",-1.0
8134,"yesterday 's top #ftse<num> fallers - assoc . british foods $abf , shire pharma $shp , dixons carphone dc. , carnival $ccl and tesco $tsco",-1.0
8135,"$spx futs up <num> after two sessions of volatility . <num> did hold again with a close above . new pivot support is <num> resistance is <num>-<num>",-1.0
8136,"#breaking : bank of america $bac <alphanum> revenue , $<num>.<num>b vs. $<num>.<num>b expected",-1.0
8137,"bank of america shed more jobs in the fourth quarter : <num> positions . $bac #charobs",-1.0
8138,"coming up : watch @alexistvnews @rickjnewman @spyjared talk $bac $jpm $wfc bank earnings , $tsla , & amp ; robots taking job .",-1.0
8139,"rt @lamonicabuzz : $bac does n't mention trump in earnings release . but alludes to fed . says well-positioned to grow with `` backdrop of rising .",-1.0
8140,"jpmorgan <alphanum> beats , bank of america mixed , wells fargo misses $jpm $bac $wfc",-1.0
8141,"netflix is spending more on domestic content this year than all the networks except abc , sports excluded . $nflx",-1.0
8142,"god please let donald trump tweet something bad about netflix $nflx",-1.0
8143,". @jimcramer looks at whether limitations on facebook 's ad load could stifle the stock 's rally : .",-1.0
8144,"rt @thestreet : . @jimcramer looks at whether limitations on facebook 's ad load could stifle the stock 's rally : $fb .",-1.0
8145,"intel on intel jhonsa sits down with $intc execs to talk <num>g and vr",-1.0
8146,"blackrock 's fink is n't lending his support to trump 's plan to repatriate trillions of dollars $aapl $blk $spy",-1.0
8147,"yeah not the kind of bump that s going to do it $spy",-1.0
8148,"rt @frankmottek : #facebook outage reported widespread in us and europe , #timeline not loading , other issues @facebook $fb @knx<num> @cbsla @.",-1.0
8149,"machine-learning algorithm identifies tweets sent under the influence of alcohol - via @techreview $twtr",-1.0
8150,"i wish someone had taught me these rules earlier in my career so i hope they help you now $fb $twtr",-1.0
8151,"starbucks is ending its `` evenings '' program via @forbes - $sbux",-1.0
8152,"$spx up -bank earnings , $vix under pressure , vvix @<num> , long holiday weekend , activity in feb options . host .",-1.0
8153,". @jimcramer does not find morgan stanley as exciting as goldman sachs : $ms $gs",-1.0
8154,"apple analyst says 'no doubt ' its best days have passed $aapl",-1.0
8155,"rt @waldensiew : these social giants already know everything else about you . is your bank account next ? $goog $amzn $fb",-1.0
8156,"#opec ca n't stop economics and the shale is happening again . #oil $eog $pe $chk u.s. shale 's great reawakening",-1.0
8157,"lebron 's james ' new sneakers -- released friday with <num> pairs -- come in a hardwood box made from the cleveland cav .",-1.0
8158,"if i could , i would short snap . ig sucked up all users . open both apps and compare to <num> months ago ! ( does that mean buying $fb ? probably . )",-1.0
8159,"apple 's getting outdone by the maker of your old car gps device . $aapl $grmn",-1.0
8160,"how animal spirits will affect the market in <num> $spy $spx",-1.0
8161,"for real tho , the $fb governance fetish is going to rek a company or two .",-1.0
8162,"<num> reasons i 'm not very smart i admit it , it 's okay $fb $twtr",-1.0
8163,"greenpeace video wants subscribers to shame netflix on energy use $nflx $amzn",-1.0
8164,"investors see dollar overvalued , cautious on trump trade : merrill survey via @barronsasia $dxy $usd $spy $eem",-1.0
8165,"$tsla announces lifelong supercharging is no longer free in china via @forbes",-1.0
8166,"$spy below friday 's low of $<num>.<num> . see if it stays below , or not ! under that support is $<num>.<num> . pivot resistance is $<num>.<num>",-1.0
8167,"$spx futs -<num> below fri. low of <num> ( see if they stay below ) .upper support is <num> with last weeks low at <num>. today should be interesting",-1.0
8168,"checking out @morganstanley release for details on this trading beat . of interest : risk in fx trading only item rising from <num>q or <alphanum> $ms",-1.0
8169,"bears growled all weekend- $spx futures down <num>-<num>. not <num>-<num>. which is why , it 's better to enjoy weekend & amp ; then looks <num> set ups . not crashes",-1.0
8170,"live now @bankofamerica ceo brian moynihan $bac",-1.0
8171,"$spx futures down <num>-<num> handles- some levels & amp ; thoughts as bears try again .",-1.0
8172,"no fun without $regn ceo there too .",-1.0
8173,"@adamfeuerstein to me , it means our system does a terrible job re : hep c drugs . there should be more access , $gild should make more money .",-1.0
8174,"the volatility cycle #stocks $spx",-1.0
8175,"pre-market trading & amp ; why it 's important make sure you know these basic fundamentals $fb $twtr",-1.0
8176,"stock futures drag as merger news lifts reynolds , luxottica , noble $rai $bti $nbl $lux .",-1.0
8177,"again why is $ms down after good earnings ? makes no sense unless a bear mkt @realdonaldtrump scenario now being priced into stocks",-1.0
8178,"donald trump : u.s. dollar is 'too strong ' $gdx $gld $jnug",-1.0
8179,"stocks in the red in early trading on wall st , with financials a drag despite strong earnings from morgan stanley . #spx -<num>.<num> % , $ms -<num>.<num> %",-1.0
8180,"amazon does n't deliver lumber to job sites so home-improvement stores are still posting steady gains : .",-1.0
8181,"why doesn t mcdonald s distribute its food waste to the homeless every day ? #grc $mcd",-1.0
8182,"$spy did hold the <num> minute low . that 's your new point of reference on the day $<num>.<num> . now lifting and trying to reclaim fri. low",-1.0
8183,"<num> catalysts drive jpmorgan 's downgrade of chipotle $cmg $mcd $sbux $yum",-1.0
8184,"some `` active reasons '' to reduce if u trade each day . $tsla rdr around $<num>.<num> had me sell . $nflx sold green to red . & amp ; also $amzn below $<num>",-1.0
8185,"rex tillerson 's last deal ? exxon to pay $<num>b to bass family for permian oil via @forbes @chrishelman $xom",-1.0
8186,"facebook is down tuesday , but is it setting up a breakout ahead of <alphanum> earnings ? $fb $googl $nflx $amzn",-1.0
8187,"indian #privacy case against whatsapp gains momentum | pcworld $fb",-1.0
8188,". @riskreversal trading earnings vol in $nflx",-1.0
8189,"transports have been on quite the run recently - we 'll hear from both $csx & amp ; $ual ceos when they release earnings a .",-1.0
8190,"solid results for morgan stanley . but $ms down <num> % . $gs $c down too . both report tomorrow . trump rally over ? brexit worries after may speech ?",-1.0
8191,"brian moynihan says @bankofamerica still thinks premature to figure out where it will relocate post- #brexit .",-1.0
8192,"any accountants out there , can @jack get a deduction for the $<num>k donation if $twtr continues do do nothing to stem .",-1.0
8193,". @jimcramer wants to know if there is anyone left to upgrade netflix : $nflx",-1.0
8194,"@dasan `` the numbers are bullshit '' is where i always end up . $baba",-1.0
8195,"winners and losers from trump 's u.s. dollar comments $uup $cew $gld $ko $udn $wmt $mcd",-1.0
8196,"should facebook investors start worrying about snap 's ipo ? $fb",-1.0
8197,"banks sold down with $ms today as it went red and could n't hold morning gains . $iwm also on weaker side .",-1.0
8198,"going on now at `` government sachs '' $gs",-1.0
8199,"well , yes . the big problem is unwillingness to write a big check that saves money over time . $gild",-1.0
8200,"morgan stanley cuts apple estimates and predicts an iphone <num> sales slump for <num> $aapl",-1.0
8201,"amazon could soon disrupt america 's largest clothing stores - $amzn",-1.0
8202,"<num> out of <num> economists agree : there ai n't no such thing as free shipping . $amzn",-1.0
8203,"why apparel retailers moved higher on trump 's comments about the dollar $coh $gld $hbi $nke $rl $xrt",-1.0
8204,"united airlines <alphanum> beats , but <alphanum> costs to surge ; csx <alphanum> mixed $ual $csx",-1.0
8205,"here we go again with $c shortfall on equity trading but overall positive numbers",-1.0
8206,"$gs shares drop on earnings <num> minute @igcom chart <num>q eps $<num>.<num> , may not compare with estimates of $<num>.<num>",-1.0
8207,"goldman sachs $gs stock currently -<num>.<num> % in premarket trading on <num>k shares of volume in immediate reax to earnings .",-1.0
8208,"rt @cheddar : to win the fight against fake news , @storyful 's @mjenkins says $fb needs to incentivize users to read & amp ; share verified reports .",-1.0
8209,"$aapl already mentioned by chinese media as high profile target for retaliation in a trade war .",-1.0
8210,"confirming the ovious . change needs to come to apple . fast . $aapl innovation decline .",-1.0
8211,"after realizing live video is hard to do , @kurtwagner<num> says many people wonder if $fb will pay publishers for premi .",-1.0
8212,"podcast : back from davos @scaramucci on @cnbc $splk $hpt @kevinolearytv running $nflx at the close : via",-1.0
8213,"why i m not putting a lot of stock in these last gasp obama era cases against at & amp ; t , qualcomm , oracle $t $orcl $qcom",-1.0
8214,"@mansfieldforpa agree with both of you . they are stripping it down for sale . let 's see if they can get it done . $twtr",-1.0
8215,"at current levels , goldman sachs shares remain roughly <num>.<num> % below their all-time high of $<num>.<num> : .",-1.0
8216,"the app store is present in china , where app-related spending skyrocketed last year , and google play is n't : .",-1.0
8217,"twitter sells fabric to google . this is a puzzling transaction as this is an app analytics company that twitter ads used . $twtr $goog",-1.0
8218,"$gs ' ceo lloyd blankfein talks markets & amp ; economic growth @cnbc @andrewrsorkin @beckyquick @joesquawk #wef<num>",-1.0
8219,"mixed mkt , $vix up <num> % , $nflx bearish sentiment , unusual activity $tmus & amp ; $hpt @jonnajarian",-1.0
8220,"today s #stocks losers : $jcp , $csx $himx",-1.0
8221,"@<num>wtc @filmprofessor<num> @notabubble @yusschr too expensive now . missed their changce . $nflx might be bigger than these companies soon ...",-1.0
8222,". @byrnerws no sense on timing ( selling 'news ' fri maybe too easy ) but the retest of $spx <num> is out there ( -<num> % ) ; .",-1.0
8223,"citigroup is the last of the cheap banks , $c",-1.0
8224,"netflix has no plans to show live sports $nflx",-1.0
8225,"rt @charliebilello : returns , last <num> years ... $amzn : +<num>,<num> % $wmt : +<num> % $tgt : +<num> % $bby : +<num> % $bbby : -<num> % $m : -<num> % $kss : -<num> % $spls : -<num> % $jc .",-1.0
8226,"stocks : - trouble for toshiba and takata - ecb announcement - watching @netflix $tktdy $tosyy $nflx",-1.0
8227,"this was a one of those mornings that if you listened to the news they scared you out vs trading the price action .",-1.0
8228,"live now morgan stanley ceo james gorman $ms @saraeisen @wilfredfrost #davos",-1.0
8229,"$fb zuckerberg photos have an eddie haskell feel . the shot w cops looks like loquacious kid trying to talk his way .",-1.0
8230,"wedbush : #netflix is overvalued . reiterates under perform while the street goes into overdrive with price-target upgrades $nflx",-1.0
8231,"$gs ceo lloyd blankfein sits down with @bloomberg 's john micklethwait at #wef<num>",-1.0
8232,"betting on stocks to go down not working out for shorts this morning favorite targets/percent float short $tsla <num>.<num> % $nflx <num>.<num> % $chkp <num>.<num> %",-1.0
8233,"big-box retail : fixed ! i 'm sick of watching retailers lose . here 's how $tgt & amp ; $wmt can beat $amzn",-1.0
8234,"rt @gdinges : whole foods closing <num> regional kitchens , trimming <num> jobs $wfm",-1.0
8235,"how will brexit impact @microsoft 's pricing ? the company 's ceo weighs in : $msft",-1.0
8236,"no bump to $twtr for selling fabric ?",-1.0
8237,"$spy ( this friday ) update - large spread bought or sold ( don t know which ) at <num>/<num> . for now would see as support .",-1.0
8238,"harry dent promo : stocks are gon na crash and `` owning gold during this crisis will only lose you more money ! '' $gld",-1.0
8239,"$nvda now making its move ...",-1.0
8240,"google is doing a terrible job at shipping its pixel smartphones via @verge - $googl",-1.0
8241,"live from trump treasury secretary pick and ex- $gs partner steven mnuchin 's confirmation hearing . #cheddarlive #go .",-1.0
8242,"apple could pay $<num>.<num> billion in interest on unpaid eu taxes | channelnews $aapl",-1.0
8243,"target 's challenges 'look structural ' ; goldman downgrades to sell $amzn $tgt",-1.0
8244,"first week of jan. , i predicted on our sports biz podcast that jack ma and his team would make a splash in <num>..",-1.0
8245,"citigroup unit to pay $<num> million over 'spoofing ' in u.s. treasury futures | reuters $c",-1.0
8246,"#shares : can $twtr convince investors of a strong investment case ? losses can exceed deposit .",-1.0
8247,"next week $regn and @society<num>science announce <num> #regeneronsts finalists . check out what 's in store for these young .",-1.0
8248,"u.s. closing tesla death probe , wo n't seek recall : source $tsla",-1.0
8249,"stocks mostly lower as trump inauguration looms ; real estate lags $djia $spx $ixic",-1.0
8250,"marriott ceo discusses how trump 's win could affect the travel industry $mar #wef<num>",-1.0
8251,"as inauguration looms , market participants eager to hear policy plans $axp $ge $ibm $twtr $nflx $uso $vxx $spy",-1.0
8252,"us regulators expected to close $tsla autopilot death investigation via @fortunemag",-1.0
8253,"dissecting the economy @realdonaldtrump is inheriting $spy",-1.0
8254,"rt @seeitmarket : the smoothed arms index shows the pullback that has already started beneath the surface $spy $trin",-1.0
8255,"$spx breadth *quietly* <num>:<num> negative *but* the px action in $tran ...",-1.0
8256,"if samsung wants to compete with apple , it needs to start making headlines for the right reasons : .",-1.0
8257,"as part of nhtsa investigation that cleared $tsla autopilot , feds looked at dozens of tesla accidents where airbags were deployed .",-1.0
8258,"tesla escapes recall in probe of death linked to autopilot $tsla",-1.0
8259,"although #netflix ended <num> on a high note we think investors should steer clear of the firm , here 's why : .",-1.0
8260,"union pacific upside may be limited $unp $csx via @investopedia",-1.0
8261,"$spx to session lows , dow industrials negative for the year",-1.0
8262,"$uvxy $spy ... something happening tomorrow or something ? what 's going on ? ? : )",-1.0
8263,"alibaba wo n't be collecting a check from the ioc : $baba",-1.0
8264,"hbo is still hanging on to what worked in a previous era even as viewing habits have evolved ' .",-1.0
8265,"flow gettin funky in $tlt and $gld before tomorrow 's bangarang .",-1.0
8266,"bye-bye <num>k ? dow industrial avg trading at a <num>-week low , on track for its <num>th straight loss . $nvda $lmt $csx $tsla",-1.0
8267,"is your #iphone more expensive because of a #qualcomm monopoly ? $qcom $aapl #aapl",-1.0
8268,"$uvxy still nervous",-1.0
8269,".. @hedgeye $tgt has the least enviable competitive set in retail , stuck between $wmt and $amzn . it 's losing and it 's",-1.0
8270,"algos know where that red $iwm line is .",-1.0
8271,"$axp down half a percent after earnings miss #earnings",-1.0
8272,"despite $amzn having stakes in content , cloud infrastructure , and more , @cfraresearch says online retail will alway",-1.0
8273,"trump 's commerce secretary nominee explains how u.s. gets screwed in trade $spy",-1.0
8274,"this is exactly what $fb did in months leading up to ipo",-1.0
8275,"breaking : $ibm revenues of $<num>.<num>b in the quarter mark the <num>th consecutive quarter of revenue declines .",-1.0
8276,"$ibm revenue still declining , but effective tax rate for <num> = <num>.<num> % i used to joke about them spinning off their tax unit ... .",-1.0
8277,"<num> years ago , a survey predicted the us would run out of oil by <num> $uso $xom",-1.0
8278,"rt @markarbeter : market $spx tightly bound . has led to quick moves in both directions , but mostly lower . major bb constriction . $spy",-1.0
8279,"rt @filmprofessor<num> : @ophirgottlieb same here , good report with $swks after that disaster with foxcon last week . long $aapl - bodes well i",-1.0
8280,"rt @rklouie<num> : ibm down <num> % after <alphanum> results . $ibm notched its <num>th consecutive quarter of falling revenue , year on year",-1.0
8281,"the apple tv is a mess and hardly the 'future of tv ' apple advertised $aapl",-1.0
8282,"wall street 's m & amp ; a chatter from january <num> $alks $mrk $antm $ci $ddd $ge $teva $prgo",-1.0
8283,"apple , gm , boeing are china 's top hostages in a trump trade war $aapl $gm $ba $qcom $sbux",-1.0
8284,"$ibm -- bears control the narrative-but how bad is it really ?",-1.0
8285,"so ... fake news triggered a <num> % $csx rally , a company with a <num>-billion market cap .",-1.0
8286,"mcdonald 's customers could soon taste the effect of higher minimum wages : $mcd",-1.0
8287,"downside pre-mkt : $bmy , $stml , $hlf , $ati , $azn , $rio , $aig , $axp , $csx , $uvxy , $ge , $ibm powered by",-1.0
8288,"cool your jets , tesla investors @liamdenning via @bfly $tsla",-1.0
8289,"rt @barronsnext : sneaker competition is only going to get worse for nike . $nke",-1.0
8290,"no more twitter -- time for $fb live for the president",-1.0
8291,"trouble in @citi options trading land : bank pays record spoofing fine via @mattleising @dakincampbell $c",-1.0
8292,"analyst predicts <num> % crash for netflix but admits : it is likely that we will be wrong for a while - $nflx",-1.0
8293,"$nflx with the marketing . seems like they needed a few extra months ... @beauwillimon",-1.0
8294,"oh boy $spy ... ... ... #welcometrump",-1.0
8295,"goldman cuts stock awards for execs by <num>-<num> % , but mum on blankfein 's haul . no filing , which suggest it 's <num> % performance-based . $gs",-1.0
8296,"rt @timothysykes : learn how to measure your risk tolerance do n't blow your hard-earned cash $fb $twtr",-1.0
8297,"with a goal of producing model <num> vehicles at an annual rate of <num>,<num> , tesla will need more factory space :",-1.0
8298,"amazon 's dash button goes online $amzn",-1.0
8299,"rt @timothysykes : <num> stock market misconceptions you need to avoid nothing worse than misinformation $fb $twtr",-1.0
8300,"@cswadley are people still using it ? just noticing twitter removed the stupid moments button . they suck so bad . $twtr",-1.0
8301,"`` we broke the window at $sbux ! '' - not the weather underground .",-1.0
8302,"apple files $<num> billion lawsuit against chip supplier qualcomm $aapl $qcom via @reuters",-1.0
8303,"if you `` simplify it '' . this is where the $spx $spy is as of friday . and a basic plan for the week ahead .",-1.0
8304,"rt @timothysykes : do you know what the biggest barrier to wealth is ? major food for thought $fb $twtr",-1.0
8305,"interesting @ft piece today on last week 's $gs protesters , with one worried about the `` financialization '' of the economy @ranaforoohar",-1.0
8306,"$qqq - qqq - no steam / spy , dia , iwm coiled up for a pop -",-1.0
8307,"rt @businessinsider : us regulators are investigating why it took so long for yahoo to say it was hacked $yhoo $vz",-1.0
8308,"us regulators are investigating why it took so long for yahoo to say it was hacked $yhoo $vz",-1.0
8309,"what to watch : - dollar slump - samsung 's blame game - @mcdonalds earnings $ssnlf $mcd",-1.0
8310,"$yhoo faces probe over data breaches . spent <num>yrs not closing $vz deal or spinning off $baba . but they 'll always dav",-1.0
8311,"$spx futs -<num> as the world debates & amp ; has opinions on what the new presidency brings . as long as $spx <num>-<num> holds . current trends continue",-1.0
8312,"$hal reports inline with the estimize eps consensus and misses the estimize revenue consensus by $<num>.<num>m -",-1.0
8313,"#breaking : halliburton $hal <alphanum> revenue , $<num>b vs. $<num>.<num>b expected",-1.0
8314,"earnings from mcdonald 's , halliburton and yahoo on deck monday $djia $spx $comp",-1.0
8315,"min wage is one big reason $mcd is selling to franchisees . easterbrook 's credibility w/ owners hangs on corp develo",-1.0
8316,"watch these <num> huge call purchases in monday trade $bby $exel $hygs $mcd $lyv $zts $mdlz $viab",-1.0
8317,"$mcd up this am ( speaking of hidden symbolism ... ) . <num>.<num>eps -<num>.<num> % sss . watch tech rollout ... does n't seem ready",-1.0
8318,"$spx futures down <num>-<num> handles , here are some levels & amp ; thoughts to start the week .",-1.0
8319,"mcdonald 's beats on top and bottom line , but u.s. same-store sales declined <num>.<num> % via @thestreet $mcd",-1.0
8320,". @nike on list of companies at risk in a u.s.-china trade war via @markets $nke",-1.0
8321,"apple is suing qualcomm for $<num> billion and that 's slamming its stock right now : $qcom $aapl",-1.0
8322,"q & amp ; a with hedge fund expert don steinbrugge : rituals , role models and investing in cannabis $dia $msft $qqq $spy",-1.0
8323,"these starbucks baristas are calling for paid sick days #tobeapartner #baristaproblems $sbux",-1.0
8324,"the not-so-mighty q . $qcom down <num> % after $aapl lawsuit . overreaction ? or legit excuse to bail on qualcomm ? thoughts ?",-1.0
