"","tweets","positive","negative","score"
7421,"you know my only losing trades today ? betting against the market lol #unamerican $svxy $uvxy",0,2,1
7422,"$aapl shares are at <num>-week highs , but $gs has bigger aspirations",1,0,1
7423,"while $gs is above its '<num> peak price , its market cap is lower ( $<num>b vs $<num>b then ) due to buybacks . balance sheet in '<num> : $<num>.<num>t , now $<num>b .",0,1,1
7424,"facebook announces tv app , and nintendo reveals dlc for upcoming zelda game . watch : #cheddarlive #golive $fb",0,0,1
7425,"tune in tomorrow at <num>:<num> pm pt for the #cscoq<num>fy<num> earnings conference call . follow highlights on twitter . $csco",0,0,1
7426,"cliffs natural shares are hot hot hot for shorts , and so are these other <num> $cara $clf $cr $uaa $tsla $gsat",0,1,1
7427,"rt @dseetharaman : publishers been expecting live payments to end soon ; now $fb basically confirms their suspicions .",0,1,1
7428,"goldman tries to weed out underperformers by giving zero bonuses ( known as bagels or doughnuts ) to ~<num> bankers $gs",0,0,1
7429,"rt @canuck<num>usa : $cost pushing higher ..fill those carts",0,0,1
7430,"rt @kopintan : goldman sachs shares are up <num> % since last june and <num> % since election . on track for <num>st record close since oct <num> $gs",0,0,1
7431,"rt @jeffmacke : $twtr up & gt ; <num> % from post-earnings lows on hopes management wo n't say anything for <num> months .",0,1,1
7432,"#stocks positive in late trading on wall st , having set new record highs today . #djia +<num>.<num> % , with $jpm and $gs both",2,1,1
7433,"apple stock hits record high as company orders oled displays for iphone <num> via @yahoofinance - $aapl",0,0,1
7434,"apple at all-time high : poised for more growth as anticipation for next iphone builds - $aapl",1,0,1
7435,"rt @jamieheller : goldmine sachs : $gs shares on pace to top <num> record closing high @beneisen",1,1,1
7436,"apple stock hits record high as company orders oled displays for iphone <num> : $aapl $oled",0,0,1
7437,"now a <num> consecutive day advance for $spy s & amp ; p <num> etf . matches the longest bull run in <num>yrs ( <num>/<num>/<num> had an <num>-day )",0,0,1
7438,"facebook debuts new video app for apple tv and amazon fire tv $fb",0,0,1
7439,"love at first sight ? #trump $spy",1,0,1
7440,"hence all-time $spy highs , daily- betting your politics in your portfolio does n't work & gt ; hedge fund managers warning on us uncertainties -wsj",1,1,1
7441,"goldman sachs $gs is to the dow industrials , what apple $aapl is to the s & amp ; p <num> ... and goldman closed at a record high today $<num>.<num>",0,1,1
7442,"asked if $amzn will ever be a player in pharma distribution , gc says `` that is hard for me to predict . '' #bioceo<num>",0,0,1
7443,"check out how $gs is using technology to make our bankers smarter , faster , better @reuters",1,0,1
7444,"a bonanza of records for stocks today , with the s & amp ; p <num> , djia , nasdaq , russell <num> and $gs all posting new highs :",1,0,1
7445,"$intc turning an <num> % loss into a <num> % gain is really a window into the world of successful option trading",2,1,1
7446,"apple hit a new all-time high today at $<num>.<num> per share . that means its market cap is now $<num> billion . $aapl :",0,0,1
7447,"live : berkshire bought luv , siri . increased stakes in $aapl , $dal , $ual via @sallypancakes",0,0,1
7448,"zuckerberg recently said video is `` a mega trend on the same order as mobile . '' today $fb debuted its video app for t",0,0,1
7449,"rt @timothysykes : these <num> key steps will lead you toward success remember these $fb $twtr",1,0,1
7450,"#georgesoros picks up #goldmansachs shares , dumps nvidia . | $gs $nvda",0,0,1
7451,"i think u can still have individual longs . but a $spy hedge put on at the end of the day to trade around , can help u sleep a bit better",2,0,1
7452,"regeneron : it 's all riding on dupixent - $regn",0,0,1
7453,"#goldmansachs record-high close is first in more than <num> years . | $gs",0,0,1
7454,"amazon is quietly becoming a major player in enterprise software - $amzn",0,0,1
7455,"rt @biintelligence : starbucks and wechat make digital gifting available in china $sbux by @biintelligence",0,0,1
7456,"goldman sachs is doing just fine @dakincampbell $gs",0,0,1
7457,". @goldmansachs has finally recovered from the crisis . the latest catalyst ? trump 's efforts to kill dodd-frank :",0,1,1
7458,"apple cfo talking video strategy at goldman conference . original shows `` initially '' will be available on apple music . go on ... $aapl",0,0,1
7459,"salesforce has a ( sometimes ) activist investor $crm",0,0,1
7460,"warren buffett massively increased his bet on apple @sallypancakes $brk $aapl",0,0,1
7461,"rt @kesslercfra : apple closes at basically all-time high of $<num>.<num> ( intra-day was a bit higher ) . $aapl recently represented <num>.<num> % of s & amp ; p <num>",0,0,1
7462,"rt @sonalibasak : berkshire boosts airlines stakes & amp ; $aapl ( which closed at a record high ) . it adds monsanto . $mon @nbuhayar @k_chiglinsky @",0,1,1
7463,"rt @kchaykowski : zuckerberg recently said video is `` a mega trend on the same order as mobile . '' today $fb debuted its video app for tv",0,0,1
7464,"i wish more traders would do this as this makes me so truly happy $fb $twtr",1,0,1
7465,"great day for banking stocks - thanks to #fed chair janet #yellen . $gs rose <num> % & amp ; $bac climbed nearly <num> %",1,0,1
7466,"@dewdiligence $gild has issues but competitive threat from $gsk <num>daa is not one of them , assuming bictegravir is as good as it looks .",1,2,1
7467,"rt @akaneotani : a bonanza of records for stocks today , with the s & amp ; p <num> , djia , nasdaq , russell <num> and $gs all posting new highs :",1,0,1
7468,"<num>f roundup : apple , bank of america and other stocks hedge funds love/hate $aapl $bac $luv $de $eem $spy",0,0,1
7469,"rt @<num>capital : lg cap all-time high list at <num> stocks . financials , tech , consdiscr and industrials lead . $xly $xlf $xli $xlk",0,0,1
7470,"rt @danieleran : maestri on $aapl watch : feel very very good about the momentum . with airplay & amp ; beats , wearables is becoming a large busines",1,0,1
7471,"sure , why not : warren buffett spends $<num> trillion to buy all of apple ... $aapl",1,1,1
7472,"rt @stevekasko : warren buffett is now the no . <num> holder in american airlines . $aal",0,1,1
7473,"$aapl ( #apple , inc. ) closes market day w/share price of $<num>.<num> -- -another new record . currently trading near $<num>.<num> in after hours #stocks",0,0,1
7474,"<num> must-reads : as #india & amp ; #apple talk , #vietnam waits & amp ; watches $aapl #emergingmarket #iphone @barronsonline",0,0,1
7475,"warren buffett takes a big bite of apple $aapl and probably had a good quarter",1,0,1
7476,"facebook announces launch of television app . $fb",0,0,1
7477,"$gs found some huge edge in goldman options , right here",0,0,1
7478,"apple 's market cap is at $<num> billion . only <num> countries have a larger gdp than $aapl market cap .",0,0,1
7479,"paul singer 's latest <num>f shows big change in apple , western digital $aapl $wdc $cab $intc $nvda",0,0,1
7480,"$<num> profit $gale see my track record , daily watch lists & amp ; realtime alerts :",1,0,1
7481,"rt @stocktwits : apple hit a new all-time high today at $<num>.<num> per share . that means its market cap is now $<num> billion . $aapl :",0,0,1
7482,"amazon released an enterprise skype competitor . @settern explains why organizations might be compelled to switch .",0,0,1
7483,"rt @goldmansachs : check out how $gs is using technology to make our bankers smarter , faster , better @reuters",1,0,1
7484,"crazy , crazy after-hours . softbank buying fortress $fig . buffett <num>x'ing his $aapl stake , $dal . and , my fav stock $tsla .",1,0,1
7485,"kind of interesting on $twtr !",1,0,1
7486,"the twitter ceo is still a believer : @jack has spent $<num> million buying $twtr stock in the past two days .",1,0,1
7487,"late-breaking on @theterminal via <num>f filings : major #hedgefunds went deep into bank stocks during <num>q . do n't forget $gs at record today !",0,0,1
7488,"actually liking $amzn music",0,0,1
7489,"warren buffett loads up on apple stock in <alphanum> , and he may have made $<num>.<num> billion in just the last six weeks",0,0,1
7490,"buffett 's berkshire piles on shares of apple , airlines , cuts wal-mart $aapl $wmt $vz $brkb",0,0,1
7491,"rt @junheng_li : optical touch sensors , glass casing makers , and lens supply chain will benefit the most from #iphone<num> by $aapl",1,0,1
7492,"rt @defotis : #<num>f : hedge fund #tiger added mercadolibre , sold $wuba , some $baba in #china online portfolio $meli @",0,0,1
7493,". @goldmansachs stock at its absolute all-time high thanks to trump thoughts . nearly $<num>/shr via @dakincampbell $gs",0,0,1
7494,"#<num>f : hedge fund #tiger added mercadolibre , sold $wuba , some $baba in #china online portfolio $meli @barronsonline",0,0,1
7495,"$aapl 's market cap of $<num> billion would make it the world 's <num>th largest country by gdp .",0,0,1
7496,"nasdaq <num> etf up <num> days in a row , one of the longest streaks on record . $qqq",0,0,1
7497,"a sweet stock buy for $twtr shareholders",1,0,1
7498,"from sweep to peak ( intraday ) @wallstjesus $jnug +<num> % $vrx +<num> %",0,0,1
7499,"rt @charliebilello : total returns over the last year ... $bac : +<num> % $ms : +<num> % $gs : +<num> % $jpm : +<num> % $c : +<num> % $spy : +<num> %",0,0,1
7500,"since election ... $ura : +<num> % $kbe : +<num> % $slx : +<num> % $xlf : +<num> % $rsx : +<num> % $iwm : +<num> % $spy : +<num> % $agg : -<num> % $gld : -<num> % $eww : -<num> % $vxx : -<num> %",0,0,1
7501,"total returns over the last year ... $bac : +<num> % $ms : +<num> % $gs : +<num> % $jpm : +<num> % $c : +<num> % $spy : +<num> %",0,0,1
7502,"remembering the genius of hunter s. thompson $gdxj $gld $slv",0,0,1
7503,"wow ! $aapl",1,0,1
7504,"rt @stt<num> : $bac fresh breakout on expanding volume ... good for the whole sector",1,0,1
7505,"the s & amp ; p <num> has n't had a <num> % down day since oct <num> , <num>. longest stretch since <num> . $spx",0,0,1
7506,"the stock surge comes amid renewed optimism for the iphone $aapl via @cnntech",0,0,1
7507,"berkshire hathaway discloses increased stake in apple $aapl via @wsj",0,1,1
7508,"dysfunction , heartbreak and love : <num> most interesting corporate couples $aapl $abt $aet via @benzinga",2,1,1
7509,"ibm ceo to partners : i need to be able to keep telling you how committed we are to your success . $ibm",2,0,1
7510,"paypal looks to become part of everyday life with its newest acquisition $pypl",0,0,1
7511,"the oil price this energy etf needs $ixc $xle $xom $bp $cvx $tot $rdsa",0,0,1
7512,"rt @charliebilello : s & amp ; p <num> : <num> days and counting without a <num> % intraday move , the most peaceful market in history . $spx",0,0,1
7513,"happy apple day - new post $aapl",1,0,1
7514,"blow off top ? but measured move says $spy could see <num>.<num> , manage risk for your timeframe",1,1,1
7515,"rt @crntestcenter : head-to-head : amazon chime vs. microsoft skype $amzn $msft #skypeforbusiness",0,0,1
7516,"shares of $aapl are pushing even higher into record territory on news that $brk.a has boosted its stake by sevenfold .",1,0,1
7517,"airlines about to create make new highs as a group $dal $ual $aal",1,0,1
7518,"winning wednesday - our seminar trade makes a quick $<num>,<num> ! $xom $mon $ung #future $aapl --",1,0,1
7519,"morning watchlist $spy $amzn $blue $ibb $cala $x",0,0,1
7520,"warren buffett loads up on #apple stock $aapl",0,0,1
7521,"on $aapl hitting record highs , by @howardlindzon",1,0,1
7522,"... unless $tsla becomes the all-consuming energy company musk said he wants it to be",0,0,1
7523,"#stocks start mixed/ even on strong economic and inflation data . yields higher at <num>.<num> % . the apple rally continues . up to new highs . $aapl",2,0,1
7524,"$tsla stock starting to price in their enormous lead in driverless and inevitable destruction of @uber model at their hands",0,2,1
7525,"excellent follow through so far $c",1,0,1
7526,"rt @matthewphillips : apple vs. exxon ... market value of ~ $<num> billion $aapl",0,0,1
7527,"rt @howardlindzon : happy apple day - new post $aapl",1,0,1
7528,"apple vs. exxon ... market value of ~ $<num> billion $aapl",0,0,1
7529,"rt @yahoofinance : jack dorsey buys $<num> million of twitter shares $twtr",0,0,1
7530,"#stocks to watch : $aapl and airlines get a buffett boost , $pep fizzles , $fig surges on softbank buyout",1,0,1
7531,"trading without these rules is unfathomable to me so please learn them $fb $twtr",0,0,1
7532,"mojo check : working . $amzn",0,0,1
7533,"jack dorsey might have just squashed any twitter m & amp ; a talk for a while $twtr",0,0,1
7534,"last month , a record number of shares were betting against tesla . but here 's how tesla has traded since : $tsla",0,1,1
7535,"rt @adamnash : good lesson on share buybacks : $aapl hit all time high in share price today , but fewer shares means $<num>b market cap vs. $<num>",1,0,1
7536,"shares of twitter are climbing a little more than <num> % after ceo jack dorsey purchased more stock : $twtr",0,1,1
7537,"$spy cleared $<num>.<num> . now see if it stays above -or not",0,1,1
7538,"target has no plans to accept apple pay in-store $tgt $aapl",0,1,1
7539,"rt @full_kit_yankee : @ophirgottlieb took an $aapl <num> strike on <num>/<num> for <num>.<num> because of your post . almost <num>x so far . thanks and great work !",0,0,1
7540,"$bac continues that monster break out on daily",0,1,1
7541,"$twtr jack dorsey just bought a chunk of twitter stock via @cmlviz",0,0,1
7542,"yahoo shares jump <num> % on report that verizon has made a revised offer for the tech company at a lower price . $yhoo $vz",0,1,1
7543,"$mar reports after the close , estimize consensus +<num>.<num> eps and +<num>.<num>m revs compared to ws",0,0,1
7544,"wayfair should hit $<num> billion in sales during <alphanum> $amzn $w",0,0,1
7545,"alphabet s waymo is beginning to gain momentum via @yahoofinance - $googl",1,0,1
7546,"rt @jcmccracken : $vz , $yhoo reach tentative agreement to lower price of #yahoo sale by $<num>m .",0,1,1
7547,"$<num>,<num>,<num>,<num> crossed again ! $aapl",0,0,1
7548,"icymi , warren buffett has been raising his stake in big #airlines . $aal $dal $ual $luv",0,0,1
7549,"rt @scottbudman : #breaking : cnbc reports verizon has reached a revised deal to buy yahoo . $yhoo shares move higher .",1,0,1
7550,"#breaking : cnbc reports verizon has reached a revised deal to buy yahoo . $yhoo shares move higher .",1,0,1
7551,"and another push by these banks . $jpm $bac $wfc with $gs yet to hit new intra-day highs",1,0,1
7552,"cisco 's software makeover continues , with <alphanum> earnings after the bell $csco",0,0,1
7553,"rt @ophirgottlieb : $gs the edge that has developed in goldman sachs options is remarkable",0,0,1
7554,"rt @malibuinvest : $bac sold more at $<num>.<num> ( from <num>c ) over <num> %",0,0,1
7555,"rt @seeitmarket : new blog - `` global market trends : <num> charts to watch now '' post by @callum_thomas $spy $eem $oil $",0,0,1
7556,"facebook : sharing fake news is your prerogative - the verge $fb",0,0,1
7557,"$mcd getting frisky today , putting some distance between it and the big oi at <num> for friday",0,0,1
7558,"rt @wsjmarkets : u.s. airline stocks are flying high after filings showed the oracle of omaha is still bullish on the sector $luv",0,0,1
7559,"u.s. airline stocks are flying high after filings showed the oracle of omaha is still bullish on the sector $luv",0,0,1
7560,"$aapl a brilliant approach to trading options in apple that no one saw coming",1,1,1
7561,"rt @timothysykes : trading without these rules is unfathomable to me so please learn them $fb $twtr",0,0,1
7562,"morgan stanley puts amazon prime subscribers at <num>m $amzn",0,0,1
7563,"rt @philipvandoorn : warren buffett 's beloved cheap airline stocks could get a nice tax boost from trump $luv $dal h",1,1,1
7564,"bonds and gold with some recovery here ( protection-ey ) . $vxx still bid . seeing a few wiseguy protection nibbling .",0,0,1
7565,"rt @cerebrus<num> : for a little optimism $dq $luv $pme $nak $skyw all behaving and growing like good investments #finance #philanthropy #fintec",1,1,1
7566,"#twitter ceo @jack dorsey continues to believe in the company . he bought $<num> million in $twtr stock this week .",0,0,1
7567,"$gs is ripping , but this option strategy is making more , with less risk",0,2,1
7568,"$wfc is n't the only bank/financial that 's hitting new records today . all-time highs for $jpm $usb $gs $bbt $cfg $pnc $cma as well .",1,0,1
7569,"things are looking up for @yahoo . $yhoo",0,0,1
7570,"shares of yahoo ! rose following newsverizon will recieve a $<num>m discount on its pending acquisition : $vz $yhoo",1,0,1
7571,"a few years ago under bartz , $yhoo 's ebitda was over $<num>.<num>b a year . four and a half years later , it 's going out at <num>x that ebitda",0,0,1
7572,"rt @<num>capital : lg cap all-time highs hit <num> stocks ( a <num> high ) . fins , industrials , tech , and consdiscr lead . $xly $xlf $xli $xlk",1,0,1
7573,"check out @chuckrobbins key takeaways from the #cscoq<num>fy<num> earnings call . $csco",0,0,1
7574,"recurring revenue is up <num> % at cisco . important for company to drive growth there as hardware sales struggle . $csco",1,0,1
7575,"we returned $<num>.<num>b to shareholders during <alphanum> that included $<num>.<num>b of share repurchases and $<num>.<num>b for our quarterly dividend . $csco #cscoq<num>fy<num>",0,0,1
7576,"cisco segments : switching : down <num> % routing : down <num> % collaboration : up <num> % data center : down <num> % wireless : up <num> % security : up <num> % $csco",1,0,1
7577,"revenue highlights : $csco #cscoq<num>fy<num>",0,0,1
7578,"in <alphanum> , product deferred revenue related to recurring software and subscription businesses grew to $<num>.<num>b , up <num> % y/y . $csco #cscoq<num>fy<num>",0,0,1
7579,"rt @mktsinsider : goldman sachs climbs to a record high $gs",0,0,1
7580,"services revenue grew well at <num> % y/y with a strong focus on renewals and attach rates . $csco #cscoq<num>fy<num>",1,0,1
7581,"goldman sachs climbs to a record high $gs",0,0,1
7582,"security revenue grew <num> % y/y with deferred revenue up <num> % y/y as more solutions result in greater recurring revenue . $csco #cscoq<num>fy<num>",1,0,1
7583,"collaboration revenue grew <num> % y/y with deferred revenue growing <num> % y/y . $csco #cscoq<num>fy<num>",1,0,1
7584,"in <alphanum> , we made progress on our strategic priorities while maintaining discipline on profitability and cash generation . $csco #cscoq<num>fy<num>",2,0,1
7585,"with the application analytics from appdynamics , we will provide customers with insights to improve business performance . $csco #cscoq<num>fy<num>",1,0,1
7586,"in <alphanum> , we added <num>,<num> nexus <num>k and <num> new aci customers . total install bases now <num>,<num> and <num>,<num> respectively . $csco #cscoq<num>fy<num>",0,0,1
7587,"we added over <num>,<num> advanced threat solutions customers in <alphanum> , bringing the total to approximately <num>,<num> now using amp . $csco #cscoq<num>fy<num>",0,1,1
7588,"we had another great quarter in security reflecting the strength of our best of breed offerings and architectural approach $csco #cscoq<num>fy<num>",2,0,1
7589,"we re pleased that the board approved a <num> % increase to our quarterly dividend to $<num>.<num> per share . $csco #cscoq<num>fy<num>",1,0,1
7590,"<alphanum> gaap earnings per share was $<num>.<num> and non-gaap earnings per share was $<num>.<num> . $csco #cscoq<num>fy<num>",0,0,1
7591,"s & amp ; p <num> -- up <num> % in past <num> months $spx",0,0,1
7592,"we performed well in <alphanum> , delivering total revenue of $<num>.<num> billion with strong profitability and healthy cash flow . $csco #cscoq<num>fy<num>",2,0,1
7593,"#breaking : marriott intl $mar <alphanum> revenue , $<num>.<num>b vs. $<num>.<num>b expected",0,0,1
7594,"rt @vixandmore : extremely unusual to see <num>.<num> % spike in $vix with a <num>.<num> % gain in $spx",1,0,1
7595,"thank you for following #cscoq<num>fy<num> earnings highlights . webcast and slides are located here : $csco",0,0,1
7596,"$mar reports inline with the estimize eps consensus and beats the estimize revenue consensus by $<num>.<num>m -",0,0,1
7597,"rt @airlinewriter : berkshire bump : shares of $luv $ual $dal $aal rose today after buffett s firm revealed that it increased positions in th",1,0,1
7598,"berkshire bump : shares of $luv $ual $dal $aal rose today after buffett s firm revealed that it increased positions in the #airlines . #stocks",1,0,1
7599,"that explains today 's rise sure - but $yhoo steadily rallying since mid-dec despite revelations about hacks and pot",2,1,1
7600,"$vix $vxx understanding the risk profile has meant enormous returns",0,1,1
7601,"$csco jumped after hours on earnings , and @petenajarian called the rally in his fast pitch in september",0,0,1
7602,"how to sell the news #trading #stocks $nvda",0,1,1
7603,"$gs ' gregg lemkau talks #sports business with @carolmassar and @corytv at bloomberg sports business summit",0,0,1
7604,"#marriottrewards world 's largest hotel co beats & amp ; returns #cashmoney in <num>st earnings after #starwood purchase $mar",0,0,1
7605,"nasdaq <num> etf up for the <num>th day in a row . longest in its history was <num> days back in <num> . $qqq",0,0,1
7606,"potential activist investors line up to take a stake in salesforce $crm",0,0,1
7607,"know how to plan penny stock trades planning is everything ! $fb $twtr",0,0,1
7608,"tesla has left the s & amp ; p <num> index in the dust in the past <num> months , rising nearly <num> % vs. $spx 's <num> % increase",0,0,1
7609,"rt @cisco : we added over <num>,<num> advanced threat solutions customers in <alphanum> , bringing the total to approximately <num>,<num> now using amp . $csco #",0,1,1
7610,"rt @cisco : with the application analytics from appdynamics , we will provide customers with insights to improve business performance . $csco",1,0,1
7611,"`` while it s tempting to sell micron & amp ; run away b/c it s a heart attack stock , the data is actually very stable . '' $mu",1,1,1
7612,"$gs there is an edge in goldman sachs options right now -- and it 's growing",0,0,1
7613,"rt @megtirrell : fda approves $vrx 's siliq ( brodalumab ) for psoriasis . will have black box warning , rems program",0,1,1
7614,"@cornel<num>m $gsk and $gild are working on true , long-acting therapies . once monthly . and even those will be niche .",0,0,1
7615,"#smartphonewars : $aapl knocks <alphanum> weakened samsung off top sales spot <num>q . @akikofujita #street <num>a hk/sg .",1,1,1
7616,"rt @kchaykowski : in oct. $fb rolled out its biz chat tool workplace . now it has a new enterprise product : job postings + applications",0,0,1
7617,"i still get confused when i see $msft and open source in the same tweet .",0,1,1
7618,"in oct. $fb rolled out its biz chat tool workplace . now it has a new enterprise product : job postings + application",0,0,1
7619,"valeant gets an fda ok for new psoriasis drug brodalumab but there s a big catch $vrx $nvs $azn '",0,0,1
7620,"... more statistically honest data , last time $spx up <num>.<num> % or more at same time vix up <num>.<num> vol or more : <num>/<num>/<num>",0,0,1
7621,"just <num>,<num> units separating $aapl and @samsungmobile !",0,0,1
7622,"celgene could have one more powerful move higher via @thestreet - $celg ( long )",1,0,1
7623,"from sweep to peak ( intraday ) @wallstjesus $grpn +<num> % $teva +<num> %",0,0,1
7624,"$mar marriott hit record highs & amp ; posting strong results . meantime $trip #tripadvisor missed again",2,1,1
7625,"<num> #china stocks for the long and short term @jackhough #china $baba $msci",1,1,1
7626,"rt @timothysykes : <num> lessons for every company that does business on the internet it 's good to be real $fb $twtr",1,0,1
7627,"$<num>+ iphones ? $aapl `` kuo goes on to estimate an `` iphone <num> '' price tag starting at $<num>,<num> ''",0,0,1
7628,"rt @lanceippolito : @sanglucci @wallstjesus $luv beast after calls in the morning",0,0,1
7629,"amazon and google may turn speakers into phones - $googl $amzn v interesting",1,0,1
7630,"we need #autonomous cars ! will safe so many lives . thanks tesla @elonmusk $tsla",0,0,1
7631,"$gs reached all-time-high",0,0,1
7632,"rt @quantedges : today was just <num>th time $spy closed up while $vix up & gt ; <num> % . other <num> : <num>/<num>/<num> , <num>/<num>/<num> & amp ; <num>/<num>/<num> .",0,1,1
7633,"mt @bankinnovation congrats @marcus by $gs , you are one of the coolest banking brands of <num> ! see full list here :",1,0,1
7634,"cisco switching & amp ; routing sales fell $<num>m from last year . arista product sales rose ~ $<num>m in same time .",1,0,1
7635,"rt @<num>capital : lg cap all-time highs at <num> stocks . fins , industrials , tech , and consdiscr still lead . $xly $xlf $xli $xlk",1,0,1
7636,"arista networks stock soars after hours on earnings , sales beat : $anet $csco $msft $amzn $fb",0,0,1
7637,"jim cramer on twitter - `` it is more valuable than almost anything else i get and yet i get it for free '' $twtr",1,0,1
7638,"facebook promises to hug and poke everyone equally all the time bummer $fb",0,0,1
7639,"$nflx the clever adjustment to trading calls in netflix has created an unbelievable winner",1,0,1
7640,"#china : why debt is not a problem @defotis $fxi $eem $gnzuf $ach $tcehy $baba",0,2,1
7641,"all that glitters is #gold @crystalkimmm $gld $gg $gdx",0,0,1
7642,"apple is the world 's most admired company for <num>th straig ... - $aapl",0,0,1
7643,"iphone <num> design 'confirmed ' in massive apple leak via @yahoofinance - $aapl boom .",1,0,1
7644,"the <num> reasons you 're not a millionaire ... yet read up & amp ; kick it in gear ! $fb $twtr",0,1,1
7645,"why warren buffett buys #apple stock ( $aapl )",0,0,1
7646,"geronimo ! amazon 's looking at using parachutes to drop our deliveries to us from its drones . $amzn",0,1,1
7647,"$amzn the key to trading calls in amazon",0,0,1
7648,". @uaw sends organizers to aid $tsla worker push to unionize plant via @bloomberg",0,0,1
7649,"exhibit a on $goog 's deep learning prowess ...",0,0,1
7650,"video : $gs economist yu song shares his views on #china & amp ; reform agenda on @bloombergtv",0,0,1
7651,"#stockalert - stocks to watch today on #wallstreet $aapl $kate",0,0,1
7652,"morning watchlist $spy $ctrl $nvda $espr",0,0,1
7653,"rt @jenwieczner : valeant stock is finally bringing bill ackman 's hedge fund back from the dead @fortunemagazine $vrx",0,0,1
7654,"$celg ms pill succeeds in first <alphanum> & gt ; more reason for $celg to go big , acquire $biib & gt ;",1,0,1
7655,"tesla has sold $<num> million worth of powerpack <num>.<num> $tsla",0,0,1
7656,"here s why surging tech , the best sector year to date , might be badly overbought . $xlk $aapl $msft",1,1,1
7657,"valeant stock is finally bringing bill ackman 's hedge fund back from the dead @fortunemagazine $vrx",0,0,1
7658,"<num> new s & amp ; p <num> record highs in early trading on this friday , incl : costco $cost altria $mo kraft heinz $khc boeing $ba <num>m $mmm etc . #tgif !",1,0,1
7659,"foreigners rush to buy #taiwan , apple s manufacturing backyard $aapl via @barronsasia",1,0,1
7660,"rolled short $ibm feb <num> calls to mar <num> exp <num>.<num> calls for <num>c credit ( against long march <num> calls )",1,2,1
7661,"google had a nice week and people are buying bonds today . <num> year bonds feel good . <num> . $goog",2,0,1
7662,"rt @davidgzeiler : why #warrenbuffet suddenly loves $aapl : #apple #stocks #investing #stockmarket #buffett",0,0,1
7663,"#stocks to watch : $ul , $khc soar on takeover talk , $de powers ahead , $aapl eyes india iphone production",0,0,1
7664,"apple 's cfo explains the company 's $<num> billion r & amp ; d budget $aapl",0,0,1
7665,"rolled short $mcd feb <num> calls to mar <num> for <num>c credit ( against april <num>s )",0,2,1
7666,"tesla : power packing $tsla",0,0,1
7667,"rt @scottgamm : apple 's market cap currently stands at $<num> billion - more than $fb and $googl @thestreet @briansozzi",0,0,1
7668,"finally , a needle mover for $ibm .",0,0,1
7669,"apple 's market cap currently stands at $<num> billion - more than $fb and $googl @thestreet @briansozzi",0,0,1
7670,"rt @options : trading options in $qqq by @ophirgottlieb :",0,0,1
7671,"arista networks : a beat and raise story $anet $msft",0,0,1
7672,"rt @thestreet : is apple 's market cap headed for $<num> trillion ? thestreet 's @briansozzi weighs in : $aapl",0,0,1
7673,"is apple 's market cap headed for $<num> trillion ? thestreet 's @briansozzi weighs in : $aapl",0,0,1
7674,"apple is on a crash course to being first company to ever be worth $<num> trillion $aapl",0,1,1
7675,"a collection of the quirkiest things we could find on amazon : $amzn",0,0,1
7676,"week in review : dow keeps rising as apple hits high , verizon unlimited , kraft eyes unilever",0,0,1
7677,"@thealexbente it 's the ai brain for smart cars . we 're big belivers in the driverless car ! $nvda $tsla",1,0,1
7678,"`` alexa , call my mom please . '' $amzn $googl",0,0,1
7679,"amazon market cap now above $<num>b . only $aapl $googl $msft & amp ; warren buffett 's $brk.b are worth more than $amzn .",0,0,1
7680,"$sbux with the solid initial move . looks like players want another leg up at some point .",0,0,1
7681,"big week for ipos coming : $snap , biggest tech ipo since $baba , also private markets firm hamilton lane $hlne.ipo biz finally opening up ? #ipo",0,0,1
7682,"earnings : how 's consumer spending impacting macy 's , wal-mart and home depot earnings ? $amzn $hd $m $wmt $tri",0,0,1
7683,"current most active #symbols on byx : $xlf , $bac , $eem , $vxx , $gdx #livedata #makingmarketsbetter",0,0,1
7684,"a stock market basics tutorial for you check out this handy infographic $fb $twtr",0,0,1
7685,"rt @lamonicabuzz : amazon market cap now above $<num>b . only $aapl $googl $msft & amp ; warren buffett 's $brk.b are worth more than $amzn .",0,0,1
7686,"$aapl becoming a renewed favorite by wiseguys .",1,0,1
7687,"ibm has gained nearly <num> % over the past <num> months : $ibm",1,0,1
7688,"love this but may i suggest that a close viewing of last night 's @madmoneyoncnbc will give you a better read on the",2,0,1
7689,"$nxpi and $bac were largest purchases by top <num> hedge funds in <alphanum> . $pg and $amzn were top sales",2,0,1
7690,"<num> steps you can take now to get wealthy in <num> make this your year $fb $twtr",0,0,1
7691,"mark cuban 's <num> biggest holdings : amazon and netflix $amzn $nflx @mcuban",0,0,1
7692,"buy big bottles of ketchup and gallons of ice cream at costco ? $khc $un at all-time highs on merger talks . but so is $cost . great company .",2,0,1
7693,"getting a nice move out of t-mobile today . it seems like a good fit for comcast . $tmus ulta and tesla higher too . $ulta $tsla",1,0,1
7694,"this one was too easy $spy $spx",1,0,1
7695,"stock indexes quiet , but apple supplier cognex leaps <num> % : $cgnx $aapl $anet $swir $aan $conn",0,0,1
7696,"survey says #microsoft cloud is on the rise #aws $msft",1,0,1
7697,"$sbux has room too ( long ) - stock above $<num>.<num> - see chart -- & gt ; via @cmlviz",1,0,1
7698,"<num>f alert : hedge funds top holdings vs s & amp ; p <num> $chtr $amzn $expe $hum $hd $pg $xom $cvx",1,0,1
7699,"$celg breaking out ( long + options ) - see chart -- & gt ; via @cmlviz",1,1,1
