,id,tweets,givenpositive,givennegative,actual,positive,negative,if_contains,changed_tweets
7394,7394,"rt @yahoofinance : <num> min : @alexistvnews @readdanwrite talk smartphones replacing atm cards , $aapl & amp ; @pogue 's sony cyber-shot review",0,0,1,0,0,0,"rt @yahoofinance : <num> min : @alexistvnews @readdanwrite talk smartphones replacing atm cards , $aapl & amp ; @pogue 's sony cyber-shot review"
7395,7395,"hologic follows allergan , buying body-sculptor cynosure for $<num>.<num> bil : $holx $cyno $agn $zltq",1,0,1,1,0,0,"hologic follows allergan , buying body-sculptor cynosure for $<num>.<num> bil : $holx $cyno $agn $zltq"
7396,7396,"amazon web services is taking on #skype , webex , and gotomeeting in videoconferencing to broaden its appeal to business customers $amzn",0,0,1,0,0,0,"amazon web services is taking on #skype , webex , and gotomeeting in videoconferencing to broaden its appeal to business customers $amzn"
7397,7397,hopes for the <num>th-anniversary iphone propel apple shares to all-time closing high $aapl via @wsj,0,1,1,0,1,0,hopes for the <num>th-anniversary iphone propel apple shares to all-time closing high $aapl via @wsj
7398,7398,tesla is enjoying an epic stock surge $tsla,2,0,1,2,0,0,tesla is enjoying an epic stock surge $tsla
7399,7399,president donald trump may be about to boost apple even higher : $aapl,1,0,1,1,0,0,president donald trump may be about to boost apple even higher : $aapl
7400,7400,rt @canuck<num>usa : a look @our recent $gs trade for study,0,0,1,0,0,0,rt @canuck<num>usa : a look @our recent $gs trade for study
7401,7401,live : apple to launch original shows on apple music - will this help their music subscription ?,0,0,1,0,0,0,live : apple to launch original shows on apple music - will this help their music subscription ?
7402,7402,rt @cfraresearch : tesla 's recent share price spike is n't tied to any clear news item : via @fortunemagazine $tsla,0,0,1,0,0,0,rt @cfraresearch : tesla 's recent share price spike is n't tied to any clear news item : via @fortunemagazine $tsla
7403,7403,"apple is still below a <num> intra-day peak of $<num>.<num> , & amp ; shares still trade for about <num> times a fiscal <num> : $aapl",0,0,1,0,0,0,"apple is still below a <num> intra-day peak of $<num>.<num> , & amp ; shares still trade for about <num> times a fiscal <num> : $aapl"
7404,7404,i 've got as much interest investing in $snap at this point as i do getting kicked in the stones . ( hint : it rhymes w,0,0,1,0,0,0,i 've got as much interest investing in $snap at this point as i do getting kicked in the stones . ( hint : it rhymes w
7405,7405,. @apple hits a new all-time high $aapl,0,0,1,0,0,0,. @apple hits a new all-time high $aapl
7406,7406,apple shares hit new all-time high $aapl,0,0,1,0,0,0,apple shares hit new all-time high $aapl
7407,7407,at #codemedia facebook 's @drose<num> $fb <num> ) uncropped vertical video <num> ) sound on news feed video <num> ) background video play <num> ) connected tv app,0,0,1,0,0,0,at #codemedia facebook 's @drose<num> $fb <num> ) uncropped vertical video <num> ) sound on news feed video <num> ) background video play <num> ) connected tv app
7408,7408,rt @cnntech : apple 's love affair with wall street is back . $aapl,1,0,1,1,0,0,rt @cnntech : apple 's love affair with wall street is back . $aapl
7409,7409,#google #spanner database surfaces at last $goog,0,0,1,0,0,0,#google #spanner database surfaces at last $goog
7410,7410,these pivots can help each day . $spy held yesterday 's low . and broke above yesterday 's high . adjust at pivots .,0,2,1,0,2,0,these pivots can help each day . $spy held yesterday 's low . and broke above yesterday 's high . adjust at pivots .
7411,7411,apple $aapl now up <num>.<num> % today hit all time high of us $<num>.<num> #tech #ausbiz,0,0,1,0,0,0,apple $aapl now up <num>.<num> % today hit all time high of us $<num>.<num> #tech #ausbiz
7412,7412,@mikeisaac or ... $aapl apple video will humiliate the skeptics again,0,0,1,0,0,0,@mikeisaac or ... $aapl apple video will humiliate the skeptics again
7413,7413,"$fb facebook you can be a better option trader , fast via @cmlviz",1,0,1,1,0,0,"$fb facebook you can be a better option trader , fast via @cmlviz"
7414,7414,now that would be very very interesting . could a snapchat-twitter combination be a formidable threat to facebook ? p,1,1,1,1,1,0,now that would be very very interesting . could a snapchat-twitter combination be a formidable threat to facebook ? p
7415,7415,.. @johnnymartin i use `` they have a gazillion $stuffed in a fake irish bank and the <alphanum> will be magic '' as a mantr,0,0,1,0,0,0,.. @johnnymartin i use `` they have a gazillion $stuffed in a fake irish bank and the <alphanum> will be magic '' as a mantr
7416,7416,"goldman sachs all-time high ! the big bank 's shares just hit their highest level ever at $<num> , and are up <num> % ( ! ) for",1,0,1,1,0,0,"goldman sachs all-time high ! the big bank 's shares just hit their highest level ever at $<num> , and are up <num> % ( ! ) for"
7417,7417,"rt @ukarlewitz : through <alphanum> , <num> % of eps growth has been from higher profits , not buybacks . $spx",2,1,1,2,1,0,"rt @ukarlewitz : through <alphanum> , <num> % of eps growth has been from higher profits , not buybacks . $spx"
7418,7418,"rt @wsjmoneybeat : as apple goes , so go the nation 's stock portfolios $aapl @qqq via @chrisdieterich",0,0,1,0,0,0,"rt @wsjmoneybeat : as apple goes , so go the nation 's stock portfolios $aapl @qqq via @chrisdieterich"
7419,7419,". @ampressman no ... this is the story , and always will be $aapl video will humiliate the skeptics again",0,1,1,0,1,0,". @ampressman no ... this is the story , and always will be $aapl video will humiliate the skeptics again"
7420,7420,starbucks will start serving ice cream in coffee at more than <num> stores a major sign for the future,0,0,1,0,0,0,starbucks will start serving ice cream in coffee at more than <num> stores a major sign for the future
7421,7421,you know my only losing trades today ? betting against the market lol #unamerican $svxy $uvxy,0,2,1,0,2,0,you know my only losing trades today ? betting against the market lol #unamerican $svxy $uvxy
7422,7422,"$aapl shares are at <num>-week highs , but $gs has bigger aspirations",1,0,1,1,0,0,"$aapl shares are at <num>-week highs , but $gs has bigger aspirations"
7423,7423,"while $gs is above its '<num> peak price , its market cap is lower ( $<num>b vs $<num>b then ) due to buybacks . balance sheet in '<num> : $<num>.<num>t , now $<num>b .",0,1,1,0,1,0,"while $gs is above its '<num> peak price , its market cap is lower ( $<num>b vs $<num>b then ) due to buybacks . balance sheet in '<num> : $<num>.<num>t , now $<num>b ."
7424,7424,"facebook announces tv app , and nintendo reveals dlc for upcoming zelda game . watch : #cheddarlive #golive $fb",0,0,1,0,0,0,"facebook announces tv app , and nintendo reveals dlc for upcoming zelda game . watch : #cheddarlive #golive $fb"
7425,7425,tune in tomorrow at <num>:<num> pm pt for the #cscoq<num>fy<num> earnings conference call . follow highlights on twitter . $csco,0,0,1,0,0,0,tune in tomorrow at <num>:<num> pm pt for the #cscoq<num>fy<num> earnings conference call . follow highlights on twitter . $csco
7426,7426,"cliffs natural shares are hot hot hot for shorts , and so are these other <num> $cara $clf $cr $uaa $tsla $gsat",0,1,1,0,1,0,"cliffs natural shares are hot hot hot for shorts , and so are these other <num> $cara $clf $cr $uaa $tsla $gsat"
7427,7427,rt @dseetharaman : publishers been expecting live payments to end soon ; now $fb basically confirms their suspicions .,0,1,1,0,1,0,rt @dseetharaman : publishers been expecting live payments to end soon ; now $fb basically confirms their suspicions .
7428,7428,goldman tries to weed out underperformers by giving zero bonuses ( known as bagels or doughnuts ) to ~<num> bankers $gs,0,0,1,0,0,0,goldman tries to weed out underperformers by giving zero bonuses ( known as bagels or doughnuts ) to ~<num> bankers $gs
7429,7429,rt @canuck<num>usa : $cost pushing higher ..fill those carts,0,0,1,0,0,0,rt @canuck<num>usa : $cost pushing higher ..fill those carts
7430,7430,rt @kopintan : goldman sachs shares are up <num> % since last june and <num> % since election . on track for <num>st record close since oct <num> $gs,0,0,1,0,0,0,rt @kopintan : goldman sachs shares are up <num> % since last june and <num> % since election . on track for <num>st record close since oct <num> $gs
7431,7431,rt @jeffmacke : $twtr up & gt ; <num> % from post-earnings lows on hopes management wo n't say anything for <num> months .,0,1,1,0,1,0,rt @jeffmacke : $twtr up & gt ; <num> % from post-earnings lows on hopes management wo n't say anything for <num> months .
7432,7432,"#stocks positive in late trading on wall st , having set new record highs today . #djia +<num>.<num> % , with $jpm and $gs both",2,1,1,2,1,0,"#stocks positive in late trading on wall st , having set new record highs today . #djia +<num>.<num> % , with $jpm and $gs both"
7433,7433,apple stock hits record high as company orders oled displays for iphone <num> via @yahoofinance - $aapl,0,0,1,0,0,0,apple stock hits record high as company orders oled displays for iphone <num> via @yahoofinance - $aapl
7434,7434,apple at all-time high : poised for more growth as anticipation for next iphone builds - $aapl,1,0,1,1,0,0,apple at all-time high : poised for more growth as anticipation for next iphone builds - $aapl
7435,7435,rt @jamieheller : goldmine sachs : $gs shares on pace to top <num> record closing high @beneisen,1,1,1,1,1,0,rt @jamieheller : goldmine sachs : $gs shares on pace to top <num> record closing high @beneisen
7436,7436,apple stock hits record high as company orders oled displays for iphone <num> : $aapl $oled,0,0,1,0,0,0,apple stock hits record high as company orders oled displays for iphone <num> : $aapl $oled
7437,7437,now a <num> consecutive day advance for $spy s & amp ; p <num> etf . matches the longest bull run in <num>yrs ( <num>/<num>/<num> had an <num>-day ),0,0,1,0,0,0,now a <num> consecutive day advance for $spy s & amp ; p <num> etf . matches the longest bull run in <num>yrs ( <num>/<num>/<num> had an <num>-day )
7438,7438,facebook debuts new video app for apple tv and amazon fire tv $fb,0,0,1,0,0,0,facebook debuts new video app for apple tv and amazon fire tv $fb
7439,7439,love at first sight ? #trump $spy,1,0,1,1,0,0,love at first sight ? #trump $spy
7440,7440,"hence all-time $spy highs , daily- betting your politics in your portfolio does n't work & gt ; hedge fund managers warning on us uncertainties -wsj",1,1,1,1,1,0,"hence all-time $spy highs , daily- betting your politics in your portfolio does n't work & gt ; hedge fund managers warning on us uncertainties -wsj"
7441,7441,"goldman sachs $gs is to the dow industrials , what apple $aapl is to the s & amp ; p <num> ... and goldman closed at a record high today $<num>.<num>",0,1,1,0,1,0,"goldman sachs $gs is to the dow industrials , what apple $aapl is to the s & amp ; p <num> ... and goldman closed at a record high today $<num>.<num>"
7442,7442,"asked if $amzn will ever be a player in pharma distribution , gc says `` that is hard for me to predict . '' #bioceo<num>",0,0,1,0,0,0,"asked if $amzn will ever be a player in pharma distribution , gc says `` that is hard for me to predict . '' #bioceo<num>"
7443,7443,"check out how $gs is using technology to make our bankers smarter , faster , better @reuters",1,0,1,1,0,0,"check out how $gs is using technology to make our bankers smarter , faster , better @reuters"
7444,7444,"a bonanza of records for stocks today , with the s & amp ; p <num> , djia , nasdaq , russell <num> and $gs all posting new highs :",1,0,1,1,0,0,"a bonanza of records for stocks today , with the s & amp ; p <num> , djia , nasdaq , russell <num> and $gs all posting new highs :"
7445,7445,$intc turning an <num> % loss into a <num> % gain is really a window into the world of successful option trading,2,1,1,2,1,0,$intc turning an <num> % loss into a <num> % gain is really a window into the world of successful option trading
7446,7446,apple hit a new all-time high today at $<num>.<num> per share . that means its market cap is now $<num> billion . $aapl :,0,0,1,0,0,0,apple hit a new all-time high today at $<num>.<num> per share . that means its market cap is now $<num> billion . $aapl :
7447,7447,"live : berkshire bought luv , siri . increased stakes in $aapl , $dal , $ual via @sallypancakes",0,0,1,0,0,0,"live : berkshire bought luv , siri . increased stakes in $aapl , $dal , $ual via @sallypancakes"
7448,7448,zuckerberg recently said video is `` a mega trend on the same order as mobile . '' today $fb debuted its video app for t,0,0,1,0,0,0,zuckerberg recently said video is `` a mega trend on the same order as mobile . '' today $fb debuted its video app for t
7449,7449,rt @timothysykes : these <num> key steps will lead you toward success remember these $fb $twtr,1,0,1,1,0,0,rt @timothysykes : these <num> key steps will lead you toward success remember these $fb $twtr
7450,7450,"#georgesoros picks up #goldmansachs shares , dumps nvidia . | $gs $nvda",0,0,1,0,0,0,"#georgesoros picks up #goldmansachs shares , dumps nvidia . | $gs $nvda"
7451,7451,"i think u can still have individual longs . but a $spy hedge put on at the end of the day to trade around , can help u sleep a bit better",2,0,1,2,0,0,"i think u can still have individual longs . but a $spy hedge put on at the end of the day to trade around , can help u sleep a bit better"
7452,7452,regeneron : it 's all riding on dupixent - $regn,0,0,1,0,0,0,regeneron : it 's all riding on dupixent - $regn
7453,7453,#goldmansachs record-high close is first in more than <num> years . | $gs,0,0,1,0,0,0,#goldmansachs record-high close is first in more than <num> years . | $gs
7454,7454,amazon is quietly becoming a major player in enterprise software - $amzn,0,0,1,0,0,0,amazon is quietly becoming a major player in enterprise software - $amzn
7455,7455,rt @biintelligence : starbucks and wechat make digital gifting available in china $sbux by @biintelligence,0,0,1,0,0,0,rt @biintelligence : starbucks and wechat make digital gifting available in china $sbux by @biintelligence
7456,7456,goldman sachs is doing just fine @dakincampbell $gs,0,0,1,0,0,0,goldman sachs is doing just fine @dakincampbell $gs
7457,7457,. @goldmansachs has finally recovered from the crisis . the latest catalyst ? trump 's efforts to kill dodd-frank :,0,1,1,0,1,0,. @goldmansachs has finally recovered from the crisis . the latest catalyst ? trump 's efforts to kill dodd-frank :
7458,7458,apple cfo talking video strategy at goldman conference . original shows `` initially '' will be available on apple music . go on ... $aapl,0,0,1,0,0,0,apple cfo talking video strategy at goldman conference . original shows `` initially '' will be available on apple music . go on ... $aapl
7459,7459,salesforce has a ( sometimes ) activist investor $crm,0,0,1,0,0,0,salesforce has a ( sometimes ) activist investor $crm
7460,7460,warren buffett massively increased his bet on apple @sallypancakes $brk $aapl,0,0,1,0,0,0,warren buffett massively increased his bet on apple @sallypancakes $brk $aapl
7461,7461,rt @kesslercfra : apple closes at basically all-time high of $<num>.<num> ( intra-day was a bit higher ) . $aapl recently represented <num>.<num> % of s & amp ; p <num>,0,0,1,0,0,0,rt @kesslercfra : apple closes at basically all-time high of $<num>.<num> ( intra-day was a bit higher ) . $aapl recently represented <num>.<num> % of s & amp ; p <num>
7462,7462,rt @sonalibasak : berkshire boosts airlines stakes & amp ; $aapl ( which closed at a record high ) . it adds monsanto . $mon @nbuhayar @k_chiglinsky @,0,1,1,0,1,0,rt @sonalibasak : berkshire boosts airlines stakes & amp ; $aapl ( which closed at a record high ) . it adds monsanto . $mon @nbuhayar @k_chiglinsky @
7463,7463,rt @kchaykowski : zuckerberg recently said video is `` a mega trend on the same order as mobile . '' today $fb debuted its video app for tv,0,0,1,0,0,0,rt @kchaykowski : zuckerberg recently said video is `` a mega trend on the same order as mobile . '' today $fb debuted its video app for tv
7464,7464,i wish more traders would do this as this makes me so truly happy $fb $twtr,1,0,1,1,0,0,i wish more traders would do this as this makes me so truly happy $fb $twtr
7465,7465,great day for banking stocks - thanks to #fed chair janet #yellen . $gs rose <num> % & amp ; $bac climbed nearly <num> %,1,0,1,1,0,0,great day for banking stocks - thanks to #fed chair janet #yellen . $gs rose <num> % & amp ; $bac climbed nearly <num> %
7466,7466,"@dewdiligence $gild has issues but competitive threat from $gsk <num>daa is not one of them , assuming bictegravir is as good as it looks .",1,2,1,0,2,0,"@dewdiligence $gild has issues but competitive threat from $gsk <num>daa is one of them , assuming bictegravir is as notokay as it looks ."
7467,7467,"rt @akaneotani : a bonanza of records for stocks today , with the s & amp ; p <num> , djia , nasdaq , russell <num> and $gs all posting new highs :",1,0,1,1,0,0,"rt @akaneotani : a bonanza of records for stocks today , with the s & amp ; p <num> , djia , nasdaq , russell <num> and $gs all posting new highs :"
7468,7468,"<num>f roundup : apple , bank of america and other stocks hedge funds love/hate $aapl $bac $luv $de $eem $spy",0,0,1,0,0,0,"<num>f roundup : apple , bank of america and other stocks hedge funds love/hate $aapl $bac $luv $de $eem $spy"
7469,7469,"rt @<num>capital : lg cap all-time high list at <num> stocks . financials , tech , consdiscr and industrials lead . $xly $xlf $xli $xlk",0,0,1,0,0,0,"rt @<num>capital : lg cap all-time high list at <num> stocks . financials , tech , consdiscr and industrials lead . $xly $xlf $xli $xlk"
7470,7470,"rt @danieleran : maestri on $aapl watch : feel very very good about the momentum . with airplay & amp ; beats , wearables is becoming a large busines",1,0,1,1,0,0,"rt @danieleran : maestri on $aapl watch : feel very very good about the momentum . with airplay & amp ; beats , wearables is becoming a large busines"
7471,7471,"sure , why not : warren buffett spends $<num> trillion to buy all of apple ... $aapl",1,1,1,1,1,0,"sure , why not : warren buffett spends $<num> trillion to buy all of apple ... $aapl"
7472,7472,rt @stevekasko : warren buffett is now the no . <num> holder in american airlines . $aal,0,1,1,0,1,0,rt @stevekasko : warren buffett is now the no . <num> holder in american airlines . $aal
7473,7473,"$aapl ( #apple , inc. ) closes market day w/share price of $<num>.<num> -- -another new record . currently trading near $<num>.<num> in after hours #stocks",0,0,1,0,0,0,"$aapl ( #apple , inc. ) closes market day w/share price of $<num>.<num> -- -another new record . currently trading near $<num>.<num> in after hours #stocks"
7474,7474,"<num> must-reads : as #india & amp ; #apple talk , #vietnam waits & amp ; watches $aapl #emergingmarket #iphone @barronsonline",0,0,1,0,0,0,"<num> must-reads : as #india & amp ; #apple talk , #vietnam waits & amp ; watches $aapl #emergingmarket #iphone @barronsonline"
7475,7475,warren buffett takes a big bite of apple $aapl and probably had a good quarter,1,0,1,1,0,0,warren buffett takes a big bite of apple $aapl and probably had a good quarter
7476,7476,facebook announces launch of television app . $fb,0,0,1,0,0,0,facebook announces launch of television app . $fb
7477,7477,"$gs found some huge edge in goldman options , right here",0,0,1,0,0,0,"$gs found some huge edge in goldman options , right here"
7478,7478,apple 's market cap is at $<num> billion . only <num> countries have a larger gdp than $aapl market cap .,0,0,1,0,0,0,apple 's market cap is at $<num> billion . only <num> countries have a larger gdp than $aapl market cap .
7479,7479,"paul singer 's latest <num>f shows big change in apple , western digital $aapl $wdc $cab $intc $nvda",0,0,1,0,0,0,"paul singer 's latest <num>f shows big change in apple , western digital $aapl $wdc $cab $intc $nvda"
7480,7480,"$<num> profit $gale see my track record , daily watch lists & amp ; realtime alerts :",1,0,1,1,0,0,"$<num> profit $gale see my track record , daily watch lists & amp ; realtime alerts :"
7481,7481,rt @stocktwits : apple hit a new all-time high today at $<num>.<num> per share . that means its market cap is now $<num> billion . $aapl :,0,0,1,0,0,0,rt @stocktwits : apple hit a new all-time high today at $<num>.<num> per share . that means its market cap is now $<num> billion . $aapl :
7482,7482,amazon released an enterprise skype competitor . @settern explains why organizations might be compelled to switch .,0,0,1,0,0,0,amazon released an enterprise skype competitor . @settern explains why organizations might be compelled to switch .
7483,7483,"rt @goldmansachs : check out how $gs is using technology to make our bankers smarter , faster , better @reuters",1,0,1,1,0,0,"rt @goldmansachs : check out how $gs is using technology to make our bankers smarter , faster , better @reuters"
7484,7484,"crazy , crazy after-hours . softbank buying fortress $fig . buffett <num>x'ing his $aapl stake , $dal . and , my fav stock $tsla .",1,0,1,1,0,0,"crazy , crazy after-hours . softbank buying fortress $fig . buffett <num>x'ing his $aapl stake , $dal . and , my fav stock $tsla ."
7485,7485,kind of interesting on $twtr !,1,0,1,1,0,0,kind of interesting on $twtr !
7486,7486,the twitter ceo is still a believer : @jack has spent $<num> million buying $twtr stock in the past two days .,1,0,1,1,0,0,the twitter ceo is still a believer : @jack has spent $<num> million buying $twtr stock in the past two days .
7487,7487,late-breaking on @theterminal via <num>f filings : major #hedgefunds went deep into bank stocks during <num>q . do n't forget $gs at record today !,0,0,1,0,0,0,late-breaking on @theterminal via <num>f filings : major #hedgefunds went deep into bank stocks during <num>q . do n't forget $gs at record today !
7488,7488,actually liking $amzn music,0,0,1,0,0,0,actually liking $amzn music
7489,7489,"warren buffett loads up on apple stock in <alphanum> , and he may have made $<num>.<num> billion in just the last six weeks",0,0,1,0,0,0,"warren buffett loads up on apple stock in <alphanum> , and he may have made $<num>.<num> billion in just the last six weeks"
7490,7490,"buffett 's berkshire piles on shares of apple , airlines , cuts wal-mart $aapl $wmt $vz $brkb",0,0,1,0,0,0,"buffett 's berkshire piles on shares of apple , airlines , cuts wal-mart $aapl $wmt $vz $brkb"
7491,7491,"rt @junheng_li : optical touch sensors , glass casing makers , and lens supply chain will benefit the most from #iphone<num> by $aapl",1,0,1,1,0,0,"rt @junheng_li : optical touch sensors , glass casing makers , and lens supply chain will benefit the most from #iphone<num> by $aapl"
7492,7492,"rt @defotis : #<num>f : hedge fund #tiger added mercadolibre , sold $wuba , some $baba in #china online portfolio $meli @",0,0,1,0,0,0,"rt @defotis : #<num>f : hedge fund #tiger added mercadolibre , sold $wuba , some $baba in #china online portfolio $meli @"
7493,7493,. @goldmansachs stock at its absolute all-time high thanks to trump thoughts . nearly $<num>/shr via @dakincampbell $gs,0,0,1,0,0,0,. @goldmansachs stock at its absolute all-time high thanks to trump thoughts . nearly $<num>/shr via @dakincampbell $gs
7494,7494,"#<num>f : hedge fund #tiger added mercadolibre , sold $wuba , some $baba in #china online portfolio $meli @barronsonline",0,0,1,0,0,0,"#<num>f : hedge fund #tiger added mercadolibre , sold $wuba , some $baba in #china online portfolio $meli @barronsonline"
7495,7495,$aapl 's market cap of $<num> billion would make it the world 's <num>th largest country by gdp .,0,0,1,0,0,0,$aapl 's market cap of $<num> billion would make it the world 's <num>th largest country by gdp .
7496,7496,"nasdaq <num> etf up <num> days in a row , one of the longest streaks on record . $qqq",0,0,1,0,0,0,"nasdaq <num> etf up <num> days in a row , one of the longest streaks on record . $qqq"
7497,7497,a sweet stock buy for $twtr shareholders,1,0,1,1,0,0,a sweet stock buy for $twtr shareholders
7498,7498,from sweep to peak ( intraday ) @wallstjesus $jnug +<num> % $vrx +<num> %,0,0,1,0,0,0,from sweep to peak ( intraday ) @wallstjesus $jnug +<num> % $vrx +<num> %
7499,7499,rt @charliebilello : total returns over the last year ... $bac : +<num> % $ms : +<num> % $gs : +<num> % $jpm : +<num> % $c : +<num> % $spy : +<num> %,0,0,1,0,0,0,rt @charliebilello : total returns over the last year ... $bac : +<num> % $ms : +<num> % $gs : +<num> % $jpm : +<num> % $c : +<num> % $spy : +<num> %
7500,7500,since election ... $ura : +<num> % $kbe : +<num> % $slx : +<num> % $xlf : +<num> % $rsx : +<num> % $iwm : +<num> % $spy : +<num> % $agg : -<num> % $gld : -<num> % $eww : -<num> % $vxx : -<num> %,0,0,1,0,0,0,since election ... $ura : +<num> % $kbe : +<num> % $slx : +<num> % $xlf : +<num> % $rsx : +<num> % $iwm : +<num> % $spy : +<num> % $agg : -<num> % $gld : -<num> % $eww : -<num> % $vxx : -<num> %
7501,7501,total returns over the last year ... $bac : +<num> % $ms : +<num> % $gs : +<num> % $jpm : +<num> % $c : +<num> % $spy : +<num> %,0,0,1,0,0,0,total returns over the last year ... $bac : +<num> % $ms : +<num> % $gs : +<num> % $jpm : +<num> % $c : +<num> % $spy : +<num> %
7502,7502,remembering the genius of hunter s. thompson $gdxj $gld $slv,0,0,1,0,0,0,remembering the genius of hunter s. thompson $gdxj $gld $slv
7503,7503,wow ! $aapl,1,0,1,1,0,0,wow ! $aapl
7504,7504,rt @stt<num> : $bac fresh breakout on expanding volume ... good for the whole sector,1,0,1,1,0,0,rt @stt<num> : $bac fresh breakout on expanding volume ... good for the whole sector
7505,7505,"the s & amp ; p <num> has n't had a <num> % down day since oct <num> , <num>. longest stretch since <num> . $spx",0,0,1,0,0,0,"the s & amp ; p <num> has n't had a <num> % down day since oct <num> , <num>. longest stretch since <num> . $spx"
7506,7506,the stock surge comes amid renewed optimism for the iphone $aapl via @cnntech,0,0,1,0,0,0,the stock surge comes amid renewed optimism for the iphone $aapl via @cnntech
7507,7507,berkshire hathaway discloses increased stake in apple $aapl via @wsj,0,1,1,0,1,0,berkshire hathaway discloses increased stake in apple $aapl via @wsj
7508,7508,"dysfunction , heartbreak and love : <num> most interesting corporate couples $aapl $abt $aet via @benzinga",2,1,1,2,1,0,"dysfunction , heartbreak and love : <num> most interesting corporate couples $aapl $abt $aet via @benzinga"
7509,7509,ibm ceo to partners : i need to be able to keep telling you how committed we are to your success . $ibm,2,0,1,2,0,0,ibm ceo to partners : i need to be able to keep telling you how committed we are to your success . $ibm
7510,7510,paypal looks to become part of everyday life with its newest acquisition $pypl,0,0,1,0,0,0,paypal looks to become part of everyday life with its newest acquisition $pypl
7511,7511,the oil price this energy etf needs $ixc $xle $xom $bp $cvx $tot $rdsa,0,0,1,0,0,0,the oil price this energy etf needs $ixc $xle $xom $bp $cvx $tot $rdsa
7512,7512,"rt @charliebilello : s & amp ; p <num> : <num> days and counting without a <num> % intraday move , the most peaceful market in history . $spx",0,0,1,0,0,0,"rt @charliebilello : s & amp ; p <num> : <num> days and counting without a <num> % intraday move , the most peaceful market in history . $spx"
7513,7513,happy apple day - new post $aapl,1,0,1,1,0,0,happy apple day - new post $aapl
7514,7514,"blow off top ? but measured move says $spy could see <num>.<num> , manage risk for your timeframe",1,1,1,1,1,0,"blow off top ? but measured move says $spy could see <num>.<num> , manage risk for your timeframe"
7515,7515,rt @crntestcenter : head-to-head : amazon chime vs. microsoft skype $amzn $msft #skypeforbusiness,0,0,1,0,0,0,rt @crntestcenter : head-to-head : amazon chime vs. microsoft skype $amzn $msft #skypeforbusiness
7516,7516,shares of $aapl are pushing even higher into record territory on news that $brk.a has boosted its stake by sevenfold .,1,0,1,1,0,0,shares of $aapl are pushing even higher into record territory on news that $brk.a has boosted its stake by sevenfold .
7517,7517,airlines about to create make new highs as a group $dal $ual $aal,1,0,1,1,0,0,airlines about to create make new highs as a group $dal $ual $aal
7518,7518,"winning wednesday - our seminar trade makes a quick $<num>,<num> ! $xom $mon $ung #future $aapl --",1,0,1,1,0,0,"winning wednesday - our seminar trade makes a quick $<num>,<num> ! $xom $mon $ung #future $aapl --"
7519,7519,morning watchlist $spy $amzn $blue $ibb $cala $x,0,0,1,0,0,0,morning watchlist $spy $amzn $blue $ibb $cala $x
7520,7520,warren buffett loads up on #apple stock $aapl,0,0,1,0,0,0,warren buffett loads up on #apple stock $aapl
7521,7521,"on $aapl hitting record highs , by @howardlindzon",1,0,1,1,0,0,"on $aapl hitting record highs , by @howardlindzon"
7522,7522,... unless $tsla becomes the all-consuming energy company musk said he wants it to be,0,0,1,0,0,0,... unless $tsla becomes the all-consuming energy company musk said he wants it to be
7523,7523,#stocks start mixed/ even on strong economic and inflation data . yields higher at <num>.<num> % . the apple rally continues . up to new highs . $aapl,2,0,1,2,0,0,#stocks start mixed/ even on strong economic and inflation data . yields higher at <num>.<num> % . the apple rally continues . up to new highs . $aapl
7524,7524,$tsla stock starting to price in their enormous lead in driverless and inevitable destruction of @uber model at their hands,0,2,1,0,2,0,$tsla stock starting to price in their enormous lead in driverless and inevitable destruction of @uber model at their hands
7525,7525,excellent follow through so far $c,1,0,1,1,0,0,excellent follow through so far $c
7526,7526,rt @matthewphillips : apple vs. exxon ... market value of ~ $<num> billion $aapl,0,0,1,0,0,0,rt @matthewphillips : apple vs. exxon ... market value of ~ $<num> billion $aapl
7527,7527,rt @howardlindzon : happy apple day - new post $aapl,1,0,1,1,0,0,rt @howardlindzon : happy apple day - new post $aapl
7528,7528,apple vs. exxon ... market value of ~ $<num> billion $aapl,0,0,1,0,0,0,apple vs. exxon ... market value of ~ $<num> billion $aapl
7529,7529,rt @yahoofinance : jack dorsey buys $<num> million of twitter shares $twtr,0,0,1,0,0,0,rt @yahoofinance : jack dorsey buys $<num> million of twitter shares $twtr
7530,7530,"#stocks to watch : $aapl and airlines get a buffett boost , $pep fizzles , $fig surges on softbank buyout",1,0,1,1,0,0,"#stocks to watch : $aapl and airlines get a buffett boost , $pep fizzles , $fig surges on softbank buyout"
7531,7531,trading without these rules is unfathomable to me so please learn them $fb $twtr,0,0,1,0,0,0,trading without these rules is unfathomable to me so please learn them $fb $twtr
7532,7532,mojo check : working . $amzn,0,0,1,0,0,0,mojo check : working . $amzn
7533,7533,jack dorsey might have just squashed any twitter m & amp ; a talk for a while $twtr,0,0,1,0,0,0,jack dorsey might have just squashed any twitter m & amp ; a talk for a while $twtr
7534,7534,"last month , a record number of shares were betting against tesla . but here 's how tesla has traded since : $tsla",0,1,1,0,1,0,"last month , a record number of shares were betting against tesla . but here 's how tesla has traded since : $tsla"
7535,7535,"rt @adamnash : good lesson on share buybacks : $aapl hit all time high in share price today , but fewer shares means $<num>b market cap vs. $<num>",1,0,1,1,0,0,"rt @adamnash : good lesson on share buybacks : $aapl hit all time high in share price today , but fewer shares means $<num>b market cap vs. $<num>"
